user,item,position,weight
6,2355,13,-5.2714705
6,339,14,-5.283681
6,1307,15,-5.313328
6,2671,16,-5.321724
6,1393,17,-5.3379536
6,39,18,-5.352832
6,527,19,-5.3558054
7,1210,0,-4.0572233
7,260,1,-4.1406317
7,2628,2,-4.193321
7,1198,3,-4.581521
7,1240,4,-4.6214066
7,780,5,-4.659153
7,1573,6,-4.7459774
7,593,7,-4.830264
7,349,8,-4.8388815
7,1527,9,-4.945492
7,3256,10,-4.952364
7,2058,11,-4.9651365
7,1356,12,-4.975011
7,527,13,-5.0492296
7,858,14,-5.07992
7,1036,15,-5.100582
7,1370,16,-5.10285
7,2762,17,-5.1120815
7,2858,18,-5.1216364
7,1200,19,-5.135312
8,318,0,-4.5456676
8,593,1,-4.607835
8,1358,2,-4.800312
8,1617,3,-4.9374733
8,2762,4,-4.942906
8,50,5,-5.052662
8,1183,6,-5.074585
8,3176,7,-5.181033
8,1094,8,-5.234872
8,457,9,-5.2462344
8,47,10,-5.281025
8,300,11,-5.298749
8,628,12,-5.3566737
8,590,13,-5.3621235
8,3100,14,-5.40201
8,356,15,-5.454324
8,2501,16,-5.4804306
8,2890,17,-5.5440106
8,1729,18,-5.549631
8,1610,19,-5.555419
9,296,0,-4.052515
9,2997,1,-4.429266
9,2396,2,-4.431368
9,110,3,-4.733947
9,34,4,-4.7958994
9,589,5,-4.9948053
9,356,6,-5.0564957
9,480,7,-5.1300783
9,36,8,-5.1544495
9,1673,9,-5.1625223
9,3418,10,-5.2760687
9,2291,11,-5.2908773
9,2395,12,-5.345129
9,1580,13,-5.381386
9,3052,14,-5.4174757
9,3176,15,-5.5088253
9,32,16,-5.577614
9,1641,17,-5.5890102
9,2908,18,-5.5934343
9,1094,19,-5.600649
10,595,0,-5.517513
10,1022,1,-5.5484715
10,1073,2,-5.5631046
10,2087,3,-5.5638623
10,1097,4,-5.62751
10,2096,5,-5.633169
10,2085,6,-5.6384835
10,1029,7,-5.727904
10,2987,8,-5.7829704
10,1196,9,-5.7960076
10,2797,10,-5.8331323
10,34,11,-5.8701425
10,1035,12,-5.9124002
10,11,13,-5.9306736
10,2406,14,-5.955494
10,440,15,-6.017743
10,3396,16,-6.0905247
10,367,17,-6.12168
10,1569,18,-6.144071
10,2141,19,-6.1446867
11,2599,0,-4.7069335
11,2395,1,-4.7123065
11,223,2,-4.790775
11,1060,3,-4.861697
11,296,4,-4.9638395
11,34,5,-4.9849
11,1641,6,-4.9895315
11,1,7,-4.993889
11,1500,8,-5.1108985
11,39,9,-5.12516
11,2700,10,-5.236208
11,2324,11,-5.2438383
11,3052,12,-5.260543
11,1639,13,-5.359532
11,3253,14,-5.3815575
11,3108,15,-5.4184666
11,1517,16,-5.429434
11,527,17,-5.484014
11,1732,18,-5.5261087
11,1968,19,-5.534563
12,2028,0,-4.484979
12,260,1,-4.514446
12,1196,2,-4.5226235
12,527,3,-4.5302334
12,608,4,-4.6233835
12,2858,5,-4.6921277
12,1617,6,-4.754895
12,912,7,-4.7828846
12,318,8,-4.787256
12,1210,9,-4.8174763
12,110,10,-4.9753675
12,1213,11,-4.9976125
12,589,12,-5.0343056
12,1304,13,-5.0564446
12,296,14,-5.0637593
12,1214,15,-5.174094
12,908,16,-5.1800046
12,1225,17,-5.2091355
12,50,18,-5.239394
12,1252,19,-5.2403536
13,733,0,-4.705937
13,1240,1,-4.7648005
13,377,2,-4.9121184
13,1200,3,-4.94921
13,1573,4,-5.015539
13,316,5,-5.07674
13,1036,6,-5.1625915
13,1214,7,-5.2053
13,1676,8,-5.205985
13,1270,9,-5.220499
13,1608,10,-5.223169
13,1917,11,-5.275767
13,2529,12,-5.313953
13,2115,13,-5.396799
13,1552,14,-5.4169526
13,1408,15,-5.4384584
13,2985,16,-5.4527693
13,2393,17,-5.4608135
13,3082,18,-5.47467
13,2353,19,-5.4932637
14,223,0,-4.1063757
14,2599,1,-4.1162233
14,3160,2,-4.3629093
14,2710,3,-4.377489
14,2706,4,-4.4302397
14,2683,5,-4.4539213
14,2908,6,-4.5675583
14,2716,7,-4.5911865
14,3174,8,-4.602933
14,2712,9,-4.657052
14,2355,10,-4.687538
14,2580,11,-4.7910976
14,3408,12,-4.7952833
14,3175,13,-4.838253
14,3298,14,-4.8700438
14,2395,15,-4.8761253
14,2770,16,-4.979953
14,593,17,-5.0353966
14,3176,18,-5.0379114
14,1210,19,-5.062622
15,1721,0,-4.957095
15,2355,1,-5.349929
15,608,2,-5.3877316
15,377,3,-5.3920536
15,2572,4,-5.408389
15,150,5,-5.462532
15,2699,6,-5.4978876
15,1393,7,-5.52147
15,2502,8,-5.5215445
15,223,9,-5.54031
15,589,10,-5.5468035
15,3301,11,-5.6326475
15,2805,12,-5.638395
15,2541,13,-5.6552496
15,2628,14,-5.6591005
15,3082,15,-5.664315
15,2336,16,-5.669491
15,2599,17,-5.679846
15,648,18,-5.680635
15,733,19,-5.7006183
16,2694,0,-4.15397
16,2881,1,-4.35552
16,2706,2,-4.4218583
16,2805,3,-4.434133
16,2581,4,-4.443966
16,2688,5,-4.4711437
16,2724,6,-4.476026
16,2719,7,-4.5748053
16,2710,8,-4.5752854
16,1513,9,-4.596601
16,2541,10,-4.735369
16,2394,11,-4.73697
16,2605,12,-4.7442656
16,785,13,-4.767049
16,2485,14,-4.7876644
16,3005,15,-4.794509
16,2598,16,-4.850873
16,2707,17,-4.880702
16,2433,18,-4.885137
16,2574,19,-4.990315
17,1617,0,-4.7267447
17,608,1,-4.8246856
17,1580,2,-4.9633546
17,1199,3,-5.0054274
17,2692,4,-5.021291
17,1089,5,-5.068747
17,29,6,-5.0726824
17,2628,7,-5.0807147
17,1249,8,-5.143925
17,858,9,-5.2628613
17,908,10,-5.332425
17,1252,11,-5.4566016
17,1198,12,-5.490474
17,2997,13,-5.5478396
17,1233,14,-5.5495296
17,1965,15,-5.552662
17,3265,16,-5.591541
17,111,17,-5.636511
17,780,18,-5.642385
17,2968,19,-5.644323
18,2094,0,-5.299387
18,2012,1,-5.327544
18,329,2,-5.3874807
18,316,3,-5.396917
18,673,4,-5.4225745
18,480,5,-5.4472704
18,2046,6,-5.475013
18,1376,7,-5.5052137
18,1375,8,-5.5346613
18,1356,9,-5.544631
18,1372,10,-5.5521145
18,2393,11,-5.5817156
18,2571,12,-5.620875
18,1917,13,-5.625167
18,788,14,-5.635034
18,1373,15,-5.6601753
18,2641,16,-5.665681
18,1374,17,-5.666212
18,2640,18,-5.699664
18,1270,19,-5.729475
19,589,0,-5.012744
19,480,1,-5.1023307
19,3175,2,-5.270723
19,2657,3,-5.2946925
19,2054,4,-5.4096475
19,2011,5,-5.4142895
19,780,6,-5.418974
19,2985,7,-5.454095
19,2174,8,-5.5303545
19,541,9,-5.5343714
19,1215,10,-5.5501337
19,924,11,-5.552107
19,2916,12,-5.554579
19,2617,13,-5.6575155
19,2105,14,-5.659452
19,1544,15,-5.667845
19,2858,16,-5.7263255
19,610,17,-5.732224
19,2193,18,-5.739849
19,2012,19,-5.7436676
20,480,0,-4.055463
20,1580,1,-4.4203243
20,593,2,-4.4647417
20,2628,3,-4.467078
20,1210,4,-4.5414095
20,2916,5,-4.571066
20,260,6,-4.617428
20,608,7,-4.622761
20,2762,8,-4.6319656
20,1196,9,-4.6972723
20,1610,10,-4.712476
20,296,11,-4.7643967
20,527,12,-4.8348475
20,50,13,-4.8450365
20,318,14,-4.879284
20,780,15,-5.043516
20,1573,16,-5.066619
20,1198,17,-5.071767
20,733,18,-5.081745
20,377,19,-5.138898
21,3175,0,-4.263011
21,2858,1,-4.709196
21,2628,2,-4.742835
21,260,3,-4.8038626
21,3114,4,-4.815819
21,1270,5,-4.8779883
21,1580,6,-4.8791137
21,480,7,-4.8982124
21,2997,8,-4.998452
21,1196,9,-5.1184363
21,2571,10,-5.126852
21,1097,11,-5.157872
21,2683,12,-5.1702137
21,589,13,-5.1709976
21,2396,14,-5.235565
21,2762,15,-5.249063
21,2394,16,-5.258416
21,2699,17,-5.2650137
21,223,18,-5.2683144
21,1197,19,-5.309987
22,2700,0,-5.389643
22,1,1,-5.526771
22,367,2,-5.581048
22,1060,3,-5.6430078
22,1500,4,-5.6857905
22,441,5,-5.7265816
22,1968,6,-5.772229
22,2804,7,-5.7885723
22,21,8,-5.8520875
22,260,9,-5.857632
22,2011,10,-5.890373
22,2706,11,-5.90782
22,2000,12,-5.961776
22,1291,13,-5.986911
22,457,14,-5.9941626
22,1257,15,-6.0342226
22,551,16,-6.0351915
22,1777,17,-6.037919
22,1641,18,-6.0410957
22,356,19,-6.0413747
23,1921,0,-4.9123864
23,1175,1,-5.099044
23,741,2,-5.4412146
23,1210,3,-5.5723286
23,1270,4,-5.599931
23,1391,5,-5.661128
23,1374,6,-5.74687
23,3033,7,-5.8112326
23,2010,8,-5.853893
23,112,9,-5.8891764
23,2700,10,-5.9329844
23,1197,11,-5.9842615
23,1732,12,-5.990908
23,2291,13,-6.0054445
23,110,14,-6.0175195
23,1673,15,-6.057061
23,457,16,-6.0652947
23,2094,17,-6.07675
23,3267,18,-6.1241913
23,2232,19,-6.1313543
24,1265,0,-4.900905
24,3421,1,-4.9375896
24,2804,2,-4.958403
24,1961,3,-5.222706
24,2000,4,-5.2282257
24,1198,5,-5.2285995
24,1196,6,-5.254932
24,1302,7,-5.311309
24,2396,8,-5.339175
24,1210,9,-5.3433414
24,356,10,-5.3580856
24,1136,11,-5.367962
24,2150,12,-5.3950844
24,1,13,-5.4032474
24,1246,14,-5.5156236
24,260,15,-5.5532837
24,1923,16,-5.555335
24,34,17,-5.640255
24,2371,18,-5.6453447
24,2302,19,-5.6738253
25,3175,0,-4.168127
25,589,1,-4.1862307
25,2916,2,-4.4985657
25,1527,3,-4.6441994
25,316,4,-4.750951
25,1127,5,-4.801219
25,1584,6,-4.9922943
25,1240,7,-5.021159
25,110,8,-5.052623
25,1097,9,-5.077285
25,2699,10,-5.1264315
25,1200,11,-5.1613665
25,1197,12,-5.255707
25,1,13,-5.306591
25,648,14,-5.3321533
25,1214,15,-5.3693514
25,32,16,-5.379668
25,2858,17,-5.3948765
25,2046,18,-5.416855
25,2701,19,-5.454156
26,1569,0,-5.7905045
26,3087,1,-5.8191633
26,3255,2,-5.8505287
26,2002,3,-5.882839
26,3247,4,-5.8973913
26,2124,5,-5.917148
26,2001,6,-5.975443
26,141,7,-5.979812
26,2378,8,-6.022346
26,1457,9,-6.0469007
26,2133,10,-6.052991
26,1091,11,-6.056814
26,2416,12,-6.0625095
26,2694,13,-6.0650873
26,380,14,-6.086692
26,1784,15,-6.0929823
26,2431,16,-6.1001625
26,1513,17,-6.100527
26,2683,18,-6.111203
26,2374,19,-6.1254168
27,1230,0,-4.581649
27,919,1,-4.742153
27,2300,2,-4.747125
27,912,3,-4.7590036
27,1284,4,-4.779135
27,908,5,-4.791393
27,899,6,-5.0329385
27,1269,7,-5.0464444
27,750,8,-5.0951014
27,1256,9,-5.1514144
27,1270,10,-5.1670623
27,1196,11,-5.1810565
27,903,12,-5.2004294
27,1244,13,-5.2153535
27,904,14,-5.2214036
27,2396,15,-5.228662
27,1304,16,-5.230279
27,1278,17,-5.237222
27,924,18,-5.243715
27,2863,19,-5.266263
28,2858,0,-4.4044547
28,527,1,-4.8082576
28,858,2,-4.9468594
28,296,3,-5.0210094
28,912,4,-5.03912
28,1270,5,-5.156604
28,111,6,-5.1605473
28,34,7,-5.168805
28,2804,8,-5.1729064
28,923,9,-5.19567
28,1259,10,-5.2254667
28,2028,11,-5.231084
28,1213,12,-5.2696533
28,908,13,-5.280819
28,1221,14,-5.319724
28,1394,15,-5.345639
28,1,16,-5.399804
28,2791,17,-5.4133363
28,1097,18,-5.4453087
28,1288,19,-5.4510746
29,1201,0,-4.351405
29,2028,1,-4.509804
29,2194,2,-4.9391017
29,3366,3,-5.0301714
29,1233,4,-5.1744404
29,2640,5,-5.205246
29,1129,6,-5.2255306
29,924,7,-5.303975
29,2985,8,-5.3346677
29,2288,9,-5.3659434
29,2527,10,-5.401575
29,592,11,-5.4176316
29,1250,12,-5.418497
29,1097,13,-5.440055
29,1197,14,-5.445382
29,527,15,-5.452262
29,2019,16,-5.4892087
29,1270,17,-5.5144176
29,2628,18,-5.53083
29,593,19,-5.5439286
30,2396,0,-4.5240993
30,2908,1,-4.7711873
30,1704,2,-4.7991066
30,3160,3,-4.812583
30,1193,4,-4.818296
30,1358,5,-4.9011316
30,858,6,-4.9556293
30,2599,7,-4.967741
30,110,8,-4.97845
30,2959,9,-5.0183773
30,36,10,-5.0528073
30,3147,11,-5.060486
30,2324,12,-5.0984297
30,34,13,-5.1575556
30,246,14,-5.2017
30,1265,15,-5.3026986
30,3176,16,-5.3345165
30,1094,17,-5.3351626
30,1673,18,-5.336317
30,25,19,-5.347698
31,3421,0,-4.6184764
31,1294,1,-4.7894044
31,1278,2,-4.82787
31,2791,3,-4.8303933
31,1394,4,-4.8525844
31,1079,5,-4.889778
31,2797,6,-4.939376
31,1028,7,-5.042855
31,3072,8,-5.0653234
31,2804,9,-5.080667
31,3361,10,-5.0879116
31,2100,11,-5.1371803
31,1080,12,-5.141326
31,1288,13,-5.190173
31,2150,14,-5.2098837
31,2243,15,-5.285576
31,1292,16,-5.2876935
31,919,17,-5.314712
31,2863,18,-5.3476844
31,1196,19,-5.3496947
32,527,0,-4.135298
32,318,1,-4.1874466
32,296,2,-4.327547
32,2396,3,-4.589813
32,110,4,-4.64723
32,1213,5,-4.6575413
32,2997,6,-4.673561
32,589,7,-4.777313
32,858,8,-4.859329
32,1193,9,-4.937641
32,1704,10,-4.9965925
32,34,11,-5.0553265
32,2692,12,-5.07358
32,1196,13,-5.094816
32,1265,14,-5.1177225
32,1210,15,-5.1188946
32,260,16,-5.1316557
32,3006,17,-5.1656837
32,3147,18,-5.217831
32,3160,19,-5.2274084
33,3363,0,-5.6118774
33,1036,1,-5.6400585
33,541,2,-5.6486063
33,1272,3,-5.7793674
33,1084,4,-5.7890773
33,2917,5,-5.7973785
33,1204,6,-5.833331
33,1617,7,-5.85126
33,2028,8,-5.860197
33,1276,9,-5.87047
33,913,10,-5.890971
33,2987,11,-5.9000807
33,110,12,-5.9400063
33,1197,13,-5.9748745
33,1952,14,-5.9819098
33,1220,15,-5.985086
33,1242,16,-5.9852796
33,590,17,-5.9934177
33,1228,18,-5.997033
33,1293,19,-6.004857
34,1663,0,-4.5449486
34,3210,1,-4.7186418
34,2797,2,-4.768598
34,3421,3,-4.802776
34,1394,4,-4.986674
34,2150,5,-5.029253
34,1297,6,-5.048375
34,2003,7,-5.117054
34,1257,8,-5.1471834
34,2746,9,-5.2122874
34,1265,10,-5.3399715
34,1288,11,-5.4013033
34,1136,12,-5.402974
34,2470,13,-5.4582834
34,1220,14,-5.5189066
34,223,15,-5.535531
34,2463,16,-5.544057
34,2352,17,-5.5466714
34,1517,18,-5.64174
34,1135,19,-5.6429615
35,920,0,-5.2370687
35,1207,1,-5.3328924
35,1244,2,-5.3412876
35,3363,3,-5.365965
35,909,4,-5.381392
35,1296,5,-5.4227643
35,2067,6,-5.4269514
35,2919,7,-5.4623947
35,1193,8,-5.4747458
35,2243,9,-5.486656
35,910,10,-5.494464
35,1952,11,-5.5077343
35,1084,12,-5.520454
35,923,13,-5.5360727
35,969,14,-5.547612
35,1293,15,-5.614215
35,858,16,-5.619998
35,3095,17,-5.650607
35,527,18,-5.650679
35,1234,19,-5.6509466
36,296,0,-5.406036
36,2997,1,-5.482394
36,1198,2,-5.504756
36,2396,3,-5.599429
36,50,4,-5.624567
36,2804,5,-5.699956
36,2174,6,-5.7010794
36,1036,7,-5.7070284
36,1291,8,-5.7172184
36,1732,9,-5.748994
36,1500,10,-5.7768774
36,1220,11,-5.7993426
36,1784,12,-5.8204093
36,1089,13,-5.835967
36,367,14,-5.8512163
36,1394,15,-5.8618374
36,1704,16,-5.8690977
36,1213,17,-5.874751
36,39,18,-5.892289
36,1060,19,-5.9159718
37,1,0,-4.53737
37,2858,1,-4.6767983
37,34,2,-4.800013
37,588,3,-4.8519664
37,3114,4,-4.8931627
37,2355,5,-4.918734
37,1270,6,-5.0253253
37,39,7,-5.167573
37,919,8,-5.1698246
37,527,9,-5.176415
37,11,10,-5.1863456
37,539,11,-5.1974564
37,595,12,-5.216424
37,1196,13,-5.2526894
37,260,14,-5.2564497
37,1198,15,-5.264735
37,597,16,-5.2790422
37,2028,17,-5.281373
37,1097,18,-5.303563
37,1028,19,-5.3388762
38,2424,0,-4.4630194
38,11,1,-4.6186895
38,597,2,-4.666888
38,7,3,-4.6713
38,222,4,-4.7760344
38,1680,5,-4.8788147
38,207,6,-4.941879
38,351,7,-4.978229
38,105,8,-5.050264
38,1409,9,-5.1600614
38,2125,10,-5.2343698
38,468,11,-5.314319
38,140,12,-5.3743315
38,289,13,-5.421152
38,2497,14,-5.4349413
38,1784,15,-5.4638968
38,195,16,-5.472294
38,802,17,-5.481657
38,1265,18,-5.512783
38,852,19,-5.535839
39,2694,0,-4.3538513
39,2699,1,-4.5091944
39,2707,2,-4.5382714
39,2762,3,-4.5541697
39,2541,4,-4.57396
39,2976,5,-4.6283627
39,3298,6,-4.6316657
39,2688,7,-4.6422505
39,2881,8,-4.703755
39,3408,9,-4.785983
39,1093,10,-4.8298116
39,3081,11,-4.8485575
39,2598,12,-4.900416
39,1513,13,-4.9311647
39,1911,14,-4.9702234
39,3176,15,-4.989037
39,2336,16,-5.005127
39,2719,17,-5.0054502
39,2722,18,-5.0104876
39,2490,19,-5.0466256
40,1019,0,-4.746753
40,260,1,-4.9008493
40,1304,2,-5.1171393
40,940,3,-5.1331205
40,2529,4,-5.2010727
40,1214,5,-5.206187
40,2640,6,-5.2595596
40,1097,7,-5.2600327
40,3366,8,-5.278327
40,2949,9,-5.2946625
40,2528,10,-5.3259096
40,1201,11,-5.393178
40,1240,12,-5.444502
40,3153,13,-5.449955
40,2947,14,-5.464238
40,1200,15,-5.472933
40,924,16,-5.496883
40,2948,17,-5.5171604
40,2872,18,-5.5491457
40,3062,19,-5.5525103
41,480,0,-4.59543
41,2858,1,-4.6255217
41,3175,2,-4.757086
41,589,3,-4.7965016
41,2355,4,-4.8302073
41,1580,5,-4.8401146
41,2571,6,-4.893941
41,2762,7,-4.9189396
41,1270,8,-4.9398146
41,1097,9,-4.952326
41,1198,10,-4.968912
41,2028,11,-4.9834414
41,1,12,-5.110205
41,1197,13,-5.161294
41,356,14,-5.221979
41,1127,15,-5.2276325
41,2716,16,-5.2420588
41,2987,17,-5.2604
41,2997,18,-5.2630653
41,2396,19,-5.273985
42,1676,0,-4.7724934
42,1391,1,-5.2846503
42,1690,2,-5.477158
42,849,3,-5.64487
42,2363,4,-5.66318
42,110,5,-5.667697
42,592,6,-5.6944933
42,2054,7,-5.745962
42,2532,8,-5.794839
42,2046,9,-5.824078
42,2028,10,-5.892231
42,112,11,-5.9261355
42,2947,12,-5.9517107
42,1215,13,-5.964751
42,1370,14,-5.978878
42,380,15,-5.9806614
42,1199,16,-5.9934616
42,2167,17,-5.9943156
42,2657,18,-6.025285
42,2699,19,-6.032529
43,2683,0,-3.7519104
43,2858,1,-3.9147055
43,2716,2,-4.2257414
43,2355,3,-4.3618174
43,2770,4,-4.3925514
43,2694,5,-4.466873
43,223,6,-4.5240746
43,2396,7,-4.5532284
43,2572,8,-4.582637
43,3408,9,-4.6366186
43,2881,10,-4.6598406
43,2724,11,-4.6862516
43,2433,12,-4.7262354
43,2805,13,-4.748786
43,1513,14,-4.7722445
43,2710,15,-4.786392
43,785,16,-4.800766
43,3174,17,-4.819271
43,1911,18,-4.8292837
43,2959,19,-4.8485527
44,1214,0,-5.256013
44,541,1,-5.308543
44,2078,2,-5.3416543
44,588,3,-5.3694725
44,2011,4,-5.381234
44,2791,5,-5.4674706
44,1200,6,-5.4900613
44,2081,7,-5.5202785
44,2968,8,-5.528923
44,1376,9,-5.541504
44,1032,10,-5.554658
44,2087,11,-5.563654
44,2355,12,-5.613219
44,2096,13,-5.644227
44,595,14,-5.6481886
44,3114,15,-5.6686096
44,364,16,-5.673236
44,1259,17,-5.6987762
44,110,18,-5.759183
44,2858,19,-5.762687
45,1569,0,-5.0330997
45,1888,1,-5.232979
45,597,2,-5.267116
45,342,3,-5.380255
45,351,4,-5.405629
45,1441,5,-5.4292307
45,2690,6,-5.5357885
45,1353,7,-5.593584
45,222,8,-5.6327295
45,236,9,-5.6372643
45,17,10,-5.645764
45,830,11,-5.725195
45,2080,12,-5.727549
45,932,13,-5.7364416
45,356,14,-5.757327
45,898,15,-5.8260355
45,3072,16,-5.848051
45,2506,17,-5.8709435
45,1088,18,-5.8854685
45,105,19,-5.9030313
46,2279,0,-4.4476643
46,1342,1,-4.4786553
46,1655,2,-4.7012496
46,1623,3,-4.71451
46,724,4,-4.786406
46,1991,5,-4.8003507
46,328,6,-4.8324833
46,2513,7,-4.8541665
46,742,8,-4.863148
46,2026,9,-4.8984284
46,1987,10,-4.9276414
46,1999,11,-4.959902
46,2120,12,-4.963541
46,2514,13,-4.9762263
46,2548,14,-4.97658
46,842,15,-4.9792004
46,1992,16,-4.981857
46,2328,17,-5.0042806
46,2451,18,-5.021304
46,2148,19,-5.0571733
47,2028,0,-4.2180333
47,2858,1,-4.345845
47,1213,2,-4.513514
47,296,3,-4.6779795
47,1617,4,-4.681884
47,912,5,-4.7389092
47,1225,6,-4.761185
47,1198,7,-4.778172
47,111,8,-4.8280306
47,1196,9,-4.8912206
47,2396,10,-4.962172
47,260,11,-4.9714794
47,110,12,-5.0052395
47,2762,13,-5.077738
47,1961,14,-5.0886707
47,1210,15,-5.111785
47,50,16,-5.1525254
47,1704,17,-5.1750875
47,1207,18,-5.209999
47,1358,19,-5.2536607
48,3257,0,-5.9150157
48,587,1,-5.983917
48,2000,2,-6.0516567
48,11,3,-6.052466
48,2002,4,-6.1379147
48,1393,5,-6.143693
48,2100,6,-6.172598
48,2080,7,-6.2043824
48,21,8,-6.2137012
48,3269,9,-6.2284627
48,292,10,-6.2498045
48,1214,11,-6.2915382
48,2001,12,-6.2922316
48,1396,13,-6.303167
48,95,14,-6.352207
48,2763,15,-6.353156
48,434,16,-6.360374
48,1918,17,-6.381595
48,2407,18,-6.425364
48,353,19,-6.44083
49,260,0,-4.24886
49,780,1,-4.453027
49,110,2,-4.592048
49,1573,3,-4.7546015
49,32,4,-4.8174005
49,329,5,-4.8396134
49,1676,6,-4.912876
49,316,7,-4.941257
49,1240,8,-4.950924
49,1372,9,-4.9784536
49,1198,10,-4.9789543
49,3175,11,-5.0041647
49,1610,12,-5.0661774
49,1544,13,-5.095795
49,1270,14,-5.144426
49,1909,15,-5.158088
49,2393,16,-5.1587586
49,1097,17,-5.1791162
49,1653,18,-5.1911283
49,1197,19,-5.28278
50,2028,0,-4.8071
50,2762,1,-4.822904
50,110,2,-4.9099073
50,593,3,-4.98536
50,1210,4,-5.0759683
50,527,5,-5.0791817
50,2396,6,-5.109603
50,260,7,-5.139958
50,589,8,-5.157367
50,608,9,-5.163648
50,318,10,-5.232787
50,2997,11,-5.235905
50,1617,12,-5.2492075
50,356,13,-5.2735796
50,1721,14,-5.277482
50,2571,15,-5.2894588
50,1196,16,-5.300907
50,858,17,-5.39176
50,2628,18,-5.4387956
50,3160,19,-5.4555807
51,2997,0,-3.9608831
51,2355,1,-4.343529
51,356,2,-4.563381
51,2700,3,-4.634719
51,223,4,-4.636945
51,3175,5,-4.670283
51,2762,6,-4.75815
51,480,7,-4.9073987
51,1210,8,-4.914237
51,1148,9,-4.97669
51,3052,10,-5.0353312
51,1580,11,-5.0457153
51,1270,12,-5.0460734
51,2628,13,-5.0695486
51,2395,14,-5.0976005
51,2321,15,-5.09949
51,593,16,-5.101533
51,2028,17,-5.1043687
51,39,18,-5.1250496
51,110,19,-5.1353426
52,2058,0,-4.425087
52,2571,1,-4.5200562
52,3256,2,-4.531471
52,377,3,-4.5745606
52,1552,4,-4.7915535
52,1597,5,-4.7951636
52,2278,6,-4.895647
52,10,7,-5.072115
52,2334,8,-5.0888467
52,1722,9,-5.115999
52,3418,10,-5.1584935
52,1527,11,-5.1588993
52,2006,12,-5.160715
52,3082,13,-5.182209
52,2273,14,-5.197976
52,1792,15,-5.2097607
52,2002,16,-5.2585855
52,1210,17,-5.2734337
52,1917,18,-5.2897363
52,494,19,-5.3297076
53,1544,0,-6.2327957
53,908,1,-6.2597656
53,750,2,-6.267064
53,3081,3,-6.2817926
53,110,4,-6.340789
53,1198,5,-6.37123
53,1197,6,-6.379797
53,2664,7,-6.382924
53,1252,8,-6.399043
53,527,9,-6.413002
53,2160,10,-6.4501467
53,1673,11,-6.455386
53,3160,12,-6.4826894
53,2011,13,-6.529784
53,111,14,-6.53589
53,235,15,-6.554926
53,367,16,-6.556361
53,2701,17,-6.5616403
