user,age
586,False
587,True
588,True
589,True
590,False
591,True
592,True
593,False
594,False
595,True
596,True
597,False
598,False
599,False
600,False
601,True
602,False
603,True
604,False
605,True
606,True
607,True
608,True
609,True
610,True
611,False
612,False
613,False
614,False
615,False
616,True
617,True
618,True
619,True
620,True
621,True
622,True
623,True
624,True
625,False
626,True
627,False
628,False
629,True
630,False
631,False
632,False
633,True
634,True
635,False
636,True
637,False
638,True
639,False
640,True
641,False
642,False
643,True
644,True
645,False
646,False
647,False
648,True
649,True
650,True
651,False
652,True
653,False
654,False
655,True
656,False
657,False
658,True
659,True
660,False
661,False
662,True
663,True
664,False
665,True
666,True
667,True
668,True
669,True
670,True
671,True
672,False
673,True
674,True
675,True
676,True
677,False
678,True
679,False
680,True
681,False
682,True
683,True
684,True
685,True
686,True
687,True
688,False
689,False
690,True
691,False
692,True
693,False
694,True
695,True
696,True
697,False
698,True
699,True
700,False
701,True
702,False
703,False
704,False
705,True
706,False
707,False
708,True
709,True
710,True
711,True
712,True
713,False
714,True
715,True
716,True
717,True
718,True
719,True
720,True
721,False
722,True
723,True
724,False
725,False
726,True
727,False
728,True
729,False
730,True
731,False
732,True
733,False
734,True
735,True
736,True
737,True
738,True
739,False
740,True
741,True
742,True
743,True
744,True
745,True
746,True
747,True
748,True
749,False
750,False
751,True
752,True
753,True
754,False
755,False
756,False
757,True
758,False
759,False
760,False
761,True
762,True
763,True
764,True
765,True
766,True
767,True
768,True
769,False
770,True
771,False
772,True
773,True
774,True
775,True
776,True
777,True
778,True
779,True
780,True
781,True
782,False
783,True
784,True
785,True
786,True
787,True
788,True
789,True
790,True
791,False
792,True
793,False
794,False
795,False
796,False
797,False
798,True
799,True
800,False
801,True
802,True
803,True
804,True
805,False
806,False
807,True
808,True
809,True
810,True
811,False
812,True
813,True
814,True
815,True
816,False
817,True
818,True
819,False
820,False
821,True
822,True
823,True
824,False
825,False
826,False
827,False
828,True
829,True
830,False
831,False
832,True
833,False
834,False
835,False
836,True
837,False
838,False
839,True
840,True
841,False
842,True
843,True
844,True
845,True
846,True
847,True
848,True
849,True
850,False
851,True
852,True
853,True
854,True
855,True
856,False
857,False
858,False
859,True
860,True
861,True
862,False
863,True
864,True
865,False
866,True
867,False
868,False
869,True
870,True
871,True
872,False
873,False
874,False
875,True
876,True
877,True
878,True
879,False
880,False
881,True
882,True
883,False
884,True
885,False
886,False
887,False
888,True
889,False
890,True
891,True
892,False
893,False
894,True
895,False
896,True
897,True
898,True
899,True
900,False
901,False
902,False
903,False
904,False
905,False
906,True
907,False
908,False
909,False
910,False
911,False
912,False
913,True
914,False
915,True
916,True
917,False
918,False
919,False
920,True
921,True
922,False
923,True
924,False
925,False
926,True
927,True
928,False
929,True
930,True
931,False
932,False
933,False
934,False
935,False
936,True
937,True
938,True
939,True
940,True
941,True
942,False
943,False
944,False
945,False
946,False
947,True
948,False
949,False
950,False
951,False
952,False
953,False
954,True
955,False
956,False
957,False
958,False
959,False
960,True
961,True
962,True
963,True
964,True
965,False
966,False
967,True
968,False
969,True
970,True
971,True
972,False
973,True
974,False
975,False
976,False
977,True
978,True
979,True
980,True
981,True
982,True
983,True
984,False
985,True
986,False
987,False
988,False
989,False
990,True
991,True
992,False
993,True
994,True
995,True
996,True
997,True
998,False
999,True
1000,True
1001,True
1002,False
1003,True
1004,True
1005,False
1006,True
1007,False
1008,False
1009,False
1010,True
1011,True
1012,False
1013,False
1014,False
1015,False
1016,False
1017,False
1018,True
1019,False
1020,True
1021,False
1022,True
1023,False
1024,False
1025,True
1026,False
1027,True
1028,False
1029,True
1030,True
1031,False
1032,False
1033,True
1034,False
1035,True
1036,False
1037,False
1038,False
1039,False
1040,True
1041,False
1042,False
1043,False
1044,True
1045,True
1046,False
1047,True
1048,False
1049,False
1050,True
1051,True
1052,False
1053,False
1054,True
1055,False
1056,True
1057,False
1058,True
1059,True
1060,True
1061,False
1062,False
1063,False
1064,True
1065,True
1066,False
1067,False
1068,True
1069,True
1070,False
1071,False
1072,False
1073,True
1074,False
1075,True
1076,True
1077,True
1078,False
1079,True
1080,False
1081,True
1082,False
1083,False
1084,True
1085,True
1086,True
1087,True
1088,True
1089,False
1090,True
1091,True
1092,True
1093,False
1094,True
1095,False
1096,True
1097,True
1098,False
1099,True
1100,True
1101,False
1102,True
1103,False
1104,False
1105,False
1106,True
1107,False
1108,False
1109,True
1110,False
1111,False
1112,True
1113,True
1114,True
1115,True
1116,True
1117,True
1118,False
1119,False
1120,True
1121,False
1122,False
1123,False
1124,True
1125,True
1126,False
1127,True
1128,True
1129,False
1130,True
1131,False
1132,True
1133,True
1134,True
1135,False
1136,False
1137,True
1138,True
1139,True
1140,False
1141,True
1142,True
1143,False
1144,True
1145,False
1146,True
1147,True
1148,False
1149,True
1150,True
1151,True
1152,True
1153,True
1154,True
1155,True
1156,False
1157,False
1158,False
1159,True
1160,True
1161,True
1162,False
1163,True
1164,True
1165,True
1166,False
1167,False
1168,True
1169,True
1170,False
1171,False
1172,True
1173,True
1174,True
1175,True
1176,False
1177,True
1178,False
1179,False
1180,False
1181,False
1182,True
1183,False
1184,True
1185,False
1186,True
1187,True
1188,False
1189,True
1190,False
1191,False
1192,False
1193,True
1194,True
1195,True
1196,True
1197,False
1198,True
1199,False
1200,True
1201,True
1202,False
1203,True
1204,True
1205,False
1206,False
1207,False
1208,True
1209,False
1210,True
1211,True
1212,False
1213,False
1214,False
1215,False
1216,True
1217,True
1218,False
1219,True
1220,True
1221,True
1222,False
1223,True
1224,False
1225,False
1226,True
1227,False
1228,True
1229,True
1230,True
1231,True
1232,True
1233,False
1234,True
1235,True
1236,True
1237,True
1238,False
1239,True
1240,True
1241,True
1242,False
1243,False
1244,True
1245,True
1246,True
1247,False
1248,False
1249,False
1250,False
1251,True
1252,False
1253,False
1254,True
1255,True
1256,True
1257,True
1258,False
1259,False
1260,True
1261,True
1262,True
1263,True
1264,True
1265,True
1266,True
1267,True
1268,False
1269,False
1270,True
1271,False
1272,True
1273,False
1274,False
1275,False
1276,False
1277,True
1278,True
1279,False
1280,True
1281,True
1282,False
1283,True
1284,False
1285,False
1286,False
1287,False
1288,False
1289,False
1290,False
1291,False
1292,True
1293,True
1294,False
1295,False
1296,True
1297,True
1298,False
1299,True
1300,True
1301,True
1302,True
1303,True
1304,True
1305,False
1306,True
1307,False
1308,True
1309,True
1310,False
1311,True
1312,True
1313,True
1314,True
1315,False
1316,False
1317,False
1318,True
1319,True
1320,True
1321,True
1322,False
1323,False
1324,False
1325,True
1326,True
1327,True
1328,False
1329,True
1330,False
1331,False
1332,True
1333,True
1334,False
1335,False
1336,False
1337,False
1338,True
1339,False
1340,True
1341,True
1342,False
1343,False
1344,True
1345,True
1346,False
1347,True
1348,True
1349,False
1350,False
1351,True
1352,False
1353,True
1354,True
1355,False
1356,True
1357,False
1358,False
1359,False
1360,True
1361,True
1362,False
1363,False
1364,False
1365,True
1366,True
1367,True
1368,True
1369,True
1370,False
1371,False
1372,True
1373,True
1374,False
1375,False
1376,False
1377,False
1378,False
1379,False
1380,True
1381,True
1382,False
1383,True
1384,True
1385,True
1386,True
1387,False
1388,False
1389,True
1390,False
1391,False
1392,False
1393,True
1394,True
1395,True
1396,True
1397,False
1398,False
1399,True
1400,True
1401,True
1402,True
1403,True
1404,False
1405,False
1406,True
1407,False
1408,True
1409,True
1410,False
1411,False
1412,True
1413,True
1414,True
1415,False
1416,True
1417,False
1418,True
1419,True
1420,True
1421,True
1422,False
1423,True
1424,False
1425,True
1426,True
1427,True
1428,False
1429,False
1430,True
1431,False
1432,False
1433,True
1434,True
1435,True
1436,False
1437,False
1438,True
1439,False
1440,False
1441,False
1442,True
1443,False
1444,True
1445,True
1446,False
1447,True
1448,True
1449,False
1450,True
1451,False
1452,False
1453,True
1454,True
1455,False
1456,True
1457,True
1458,True
1459,True
1460,True
1461,False
1462,False
1463,False
1464,False
1465,False
1466,True
1467,True
1468,True
1469,False
1470,True
1471,True
1472,True
1473,True
1474,True
1475,True
1476,True
1477,False
1478,True
1479,False
1480,True
1481,False
1482,True
1483,True
1484,True
1485,True
1486,True
1487,False
1488,True
1489,False
1490,False
1491,True
1492,True
1493,True
1494,True
1495,True
1496,True
1497,False
1498,True
1499,True
1500,True
1501,True
1502,True
1503,True
1504,True
1505,False
1506,True
1507,False
1508,True
1509,True
1510,True
1511,False
1512,True
1513,False
1514,True
1515,True
1516,True
1517,True
1518,True
1519,True
1520,True
1521,True
1522,False
1523,True
1524,True
1525,True
1526,False
1527,True
1528,True
1529,True
1530,True
1531,False
1532,True
1533,False
1534,False
1535,True
1536,False
1537,True
1538,True
1539,True
1540,False
1541,False
1542,True
1543,True
1544,True
1545,True
1546,True
1547,False
1548,False
1549,False
1550,True
1551,True
1552,False
1553,True
1554,False
1555,True
1556,True
1557,True
1558,True
1559,False
1560,True
1561,True
1562,True
1563,True
1564,False
1565,False
1566,False
1567,True
1568,True
1569,False
1570,True
1571,True
1572,True
1573,True
1574,True
1575,False
1576,False
1577,False
1578,True
1579,True
1580,True
1581,True
1582,True
1583,False
1584,True
1585,False
1586,False
1587,True
1588,True
1589,True
1590,False
1591,False
1592,False
1593,True
1594,False
1595,False
1596,True
1597,True
1598,False
1599,True
1600,False
1601,True
1602,True
1603,True
1604,True
1605,True
1606,False
1607,False
1608,True
1609,False
1610,True
1611,True
1612,True
1613,True
1614,False
1615,False
1616,True
1617,True
1618,False
1619,False
1620,True
1621,True
1622,True
1623,False
1624,True
1625,False
1626,True
1627,True
1628,True
1629,True
1630,False
1631,False
1632,True
1633,False
1634,False
1635,True
1636,True
1637,False
1638,True
1639,True
1640,False
1641,True
1642,False
1643,False
1644,True
1645,True
1646,True
1647,True
1648,False
1649,True
1650,True
1651,True
1652,True
1653,True
1654,False
1655,True
1656,True
1657,False
1658,False
1659,True
1660,True
1661,False
1662,True
1663,True
1664,True
1665,False
1666,True
1667,False
1668,False
1669,True
1670,False
1671,False
1672,True
1673,True
1674,False
1675,True
1676,True
1677,True
1678,True
1679,True
1680,True
1681,True
1682,True
1683,True
1684,True
1685,False
1686,False
1687,True
1688,True
1689,False
1690,False
1691,True
1692,False
1693,True
1694,True
1695,True
1696,False
1697,True
1698,False
1699,True
1700,True
1701,True
1702,True
1703,True
1704,True
1705,True
1706,True
1707,False
1708,True
1709,True
1710,True
1711,True
1712,True
1713,True
1714,True
1715,True
1716,True
1717,False
1718,True
1719,True
1720,True
1721,True
1722,False
1723,False
1724,True
1725,True
1726,True
1727,False
1728,True
1729,True
1730,True
1731,True
1732,True
1733,True
1734,False
1735,True
1736,False
1737,False
1738,False
1739,False
1740,False
1741,False
1742,True
1743,False
1744,False
1745,False
1746,True
1747,True
1748,False
1749,True
1750,False
1751,False
1752,True
1753,False
1754,True
1755,True
1756,True
1757,True
1758,True
1759,True
1760,True
1761,False
1762,True
1763,False
1764,True
1765,True
1766,False
1767,True
1768,False
1769,True
1770,False
1771,True
1772,False
1773,True
1774,True
1775,True
1776,True
1777,True
1778,True
1779,True
1780,False
1781,False
1782,False
1783,True
1784,True
1785,True
1786,False
1787,True
1788,False
1789,True
1790,True
1791,True
1792,True
1793,True
1794,True
1795,True
1796,False
1797,False
1798,False
1799,False
1800,True
1801,True
1802,True
1803,True
1804,True
1805,True
1806,True
1807,True
1808,True
1809,True
1810,False
1811,False
1812,True
1813,False
1814,False
1815,True
1816,False
1817,False
1818,True
1819,False
1820,True
1821,True
1822,True
1823,False
1824,True
1825,True
1826,False
1827,True
1828,True
1829,True
1830,True
1831,True
1832,True
1833,True
1834,False
1835,True
1836,True
1837,True
1838,False
1839,True
1840,True
1841,True
1842,True
1843,True
1844,True
1845,True
1846,False
1847,True
1848,False
1849,False
1850,True
1851,True
1852,True
1853,False
1854,True
1855,True
1856,False
1857,True
1858,True
1859,True
1860,False
1861,False
1862,False
1863,True
1864,False
1865,True
1866,True
1867,False
1868,False
1869,False
1870,False
1871,False
1872,False
1873,False
1874,False
1875,False
1876,True
1877,False
1878,True
1879,True
1880,False
1881,False
1882,False
1883,False
1884,False
1885,False
1886,True
1887,False
1888,False
1889,True
1890,False
1891,False
1892,True
1893,False
1894,False
1895,False
1896,False
1897,False
1898,True
1899,False
1900,False
1901,False
1902,True
1903,False
1904,True
1905,False
1906,True
1907,False
1908,False
1909,True
1910,True
1911,True
1912,True
1913,True
1914,False
1915,False
1916,False
1917,True
1918,False
1919,True
1920,False
1921,False
1922,True
1923,False
1924,False
1925,False
1926,True
1927,False
1928,True
1929,True
1930,True
1931,True
1932,True
1933,True
1934,True
1935,True
1936,False
1937,True
1938,True
1939,False
1940,True
1941,False
1942,False
1943,True
1944,True
1945,True
1946,True
1947,True
1948,True
1949,True
1950,True
1951,True
1952,False
1953,True
1954,True
1955,True
1956,False
1957,True
1958,True
1959,False
1960,False
1961,False
1962,True
1963,False
1964,True
1965,False
1966,True
1967,False
1968,True
1969,True
1970,False
1971,True
1972,False
1973,True
1974,False
1975,True
1976,False
1977,False
1978,True
1979,False
1980,False
1981,False
1982,True
1983,True
1984,True
1985,False
1986,False
1987,True
1988,True
1989,False
1990,True
1991,True
1992,True
1993,False
1994,False
1995,True
1996,False
1997,True
1998,False
1999,False
2000,True
2001,False
2002,False
2003,True
2004,False
2005,True
2006,False
2007,False
2008,True
2009,False
2010,True
2011,False
2012,True
2013,False
2014,True
2015,True
2016,False
2017,True
2018,False
2019,False
2020,True
2021,True
2022,True
2023,True
2024,True
2025,False
2026,False
2027,True
2028,False
2029,True
2030,True
2031,False
2032,False
2033,False
2034,False
2035,True
2036,True
2037,False
2038,False
2039,False
2040,True
2041,True
2042,True
2043,True
2044,False
2045,True
2046,False
2047,True
2048,False
2049,False
2050,False
2051,False
2052,True
2053,False
2054,True
2055,False
2056,True
2057,False
2058,False
2059,False
2060,True
2061,False
2062,True
2063,True
2064,False
2065,True
2066,True
2067,False
2068,False
2069,False
2070,False
2071,False
2072,False
2073,True
2074,True
2075,True
2076,True
2077,True
2078,True
2079,True
2080,True
2081,True
2082,True
2083,True
2084,True
2085,True
2086,False
2087,True
2088,False
2089,False
2090,False
2091,False
2092,False
2093,True
2094,False
2095,False
2096,True
2097,True
2098,False
2099,True
2100,True
2101,True
2102,True
2103,False
2104,False
2105,True
2106,True
2107,True
2108,True
2109,True
2110,False
2111,False
2112,False
2113,True
2114,True
2115,False
2116,True
2117,False
2118,True
2119,False
2120,True
2121,False
2122,False
2123,False
2124,True
2125,False
2126,False
2127,True
2128,False
2129,True
2130,False
2131,True
2132,False
2133,True
2134,True
2135,False
2136,False
2137,True
2138,True
2139,False
2140,False
2141,False
2142,False
2143,True
2144,True
2145,True
2146,True
2147,True
2148,True
2149,True
2150,True
2151,False
2152,True
2153,True
2154,True
2155,True
2156,True
2157,True
2158,True
2159,False
2160,True
2161,False
2162,True
2163,True
2164,False
2165,True
2166,True
2167,True
2168,True
2169,True
2170,False
2171,False
2172,True
2173,False
2174,False
2175,True
2176,True
2177,False
2178,False
2179,True
2180,True
2181,True
2182,True
2183,False
2184,True
2185,False
2186,True
2187,False
2188,True
2189,True
2190,True
2191,True
2192,True
2193,True
2194,True
2195,True
2196,True
2197,True
2198,False
2199,True
2200,False
2201,False
2202,True
2203,False
2204,False
2205,True
2206,False
2207,True
2208,True
2209,False
2210,False
2211,False
2212,True
2213,True
2214,True
2215,True
2216,True
2217,True
2218,False
2219,True
2220,False
2221,False
2222,False
2223,True
2224,True
2225,True
2226,True
2227,False
2228,True
2229,False
2230,False
2231,False
2232,True
2233,False
2234,False
2235,True
2236,True
2237,False
2238,True
2239,True
2240,False
2241,False
2242,True
2243,False
2244,True
2245,True
2246,True
2247,False
2248,False
2249,True
2250,True
2251,False
2252,True
2253,False
2254,False
2255,False
2256,False
2257,True
2258,True
2259,False
2260,True
2261,True
2262,False
2263,True
2264,False
2265,False
2266,False
2267,False
2268,False
2269,False
2270,True
2271,False
2272,True
2273,True
2274,True
2275,False
2276,False
2277,False
2278,False
2279,False
2280,False
2281,False
2282,False
2283,False
2284,True
2285,True
2286,False
2287,False
2288,True
2289,False
2290,True
2291,False
2292,False
2293,False
2294,False
2295,False
2296,True
2297,False
2298,False
2299,True
2300,False
2301,True
2302,False
2303,False
2304,False
2305,False
2306,True
2307,True
2308,False
2309,False
2310,False
2311,True
2312,False
2313,False
2314,True
2315,False
2316,False
2317,False
2318,False
2319,False
2320,False
2321,True
2322,False
2323,False
2324,False
2325,True
2326,True
2327,True
2328,False
2329,False
2330,False
2331,False
2332,False
2333,False
2334,False
2335,False
2336,False
2337,False
2338,False
2339,False
2340,False
2341,False
2342,False
2343,False
2344,True
2345,False
2346,True
2347,False
2348,False
2349,True
2350,True
2351,True
2352,False
2353,False
2354,False
2355,False
2356,False
2357,False
2358,False
2359,False
2360,False
2361,False
2362,True
2363,False
2364,False
2365,False
2366,False
2367,True
2368,False
2369,False
2370,False
2371,False
2372,False
2373,False
2374,True
2375,False
2376,True
2377,False
2378,True
2379,True
2380,True
2381,False
2382,False
2383,True
2384,False
2385,False
2386,True
2387,True
2388,False
2389,True
2390,True
2391,False
2392,False
2393,False
2394,False
2395,False
2396,True
2397,False
2398,True
2399,False
2400,True
2401,True
2402,False
2403,True
2404,True
2405,False
2406,False
2407,False
2408,False
2409,False
2410,False
2411,False
2412,False
2413,False
2414,True
2415,True
2416,False
2417,False
2418,True
2419,True
2420,False
2421,False
2422,False
2423,False
2424,True
2425,False
2426,False
2427,True
2428,False
2429,True
2430,True
2431,True
2432,True
2433,True
2434,True
2435,True
2436,True
2437,True
2438,False
2439,False
2440,False
2441,False
2442,False
2443,False
2444,False
2445,True
2446,True
2447,True
2448,False
2449,False
2450,False
2451,False
2452,False
2453,True
2454,True
2455,False
2456,True
2457,True
2458,True
2459,False
2460,False
2461,True
2462,False
2463,True
2464,True
2465,False
2466,True
2467,True
2468,False
2469,True
2470,False
2471,False
2472,True
2473,True
2474,True
2475,True
2476,False
2477,False
2478,False
2479,True
2480,True
2481,False
2482,False
2483,False
2484,False
2485,False
2486,True
2487,False
2488,False
2489,False
2490,True
2491,False
2492,False
2493,False
2494,True
2495,True
2496,False
2497,False
2498,False
2499,False
2500,False
2501,True
2502,False
2503,False
2504,True
2505,True
2506,True
2507,True
2508,False
2509,True
2510,True
2511,True
2512,False
2513,False
2514,False
2515,False
2516,False
2517,False
2518,True
2519,False
2520,False
2521,False
2522,True
2523,True
2524,False
2525,False
2526,False
2527,False
2528,False
2529,False
2530,True
2531,False
2532,False
2533,True
2534,False
2535,False
2536,False
2537,False
2538,False
2539,False
2540,False
2541,False
2542,False
2543,False
2544,False
2545,False
2546,False
2547,False
2548,False
2549,False
2550,False
2551,True
2552,True
2553,True
2554,True
2555,False
2556,True
2557,True
2558,False
2559,True
2560,False
2561,True
2562,True
2563,False
2564,False
2565,False
2566,False
2567,True
2568,True
2569,False
2570,False
2571,False
2572,False
2573,False
2574,False
2575,False
2576,True
2577,True
2578,False
2579,False
2580,False
2581,True
2582,True
2583,False
2584,False
2585,False
2586,True
2587,False
2588,False
2589,True
2590,True
2591,True
2592,False
2593,False
2594,False
2595,True
2596,False
2597,False
2598,True
2599,True
2600,True
2601,False
2602,False
2603,True
2604,True
2605,False
2606,False
2607,False
2608,True
2609,False
2610,False
2611,True
2612,False
2613,False
2614,True
2615,True
2616,False
2617,False
2618,True
2619,False
2620,True
2621,True
2622,False
2623,False
2624,False
2625,False
2626,False
2627,True
2628,True
2629,True
2630,True
2631,False
2632,False
2633,False
2634,False
2635,False
2636,True
2637,False
2638,True
2639,True
2640,False
2641,True
2642,True
2643,False
2644,True
2645,True
2646,False
2647,False
2648,True
2649,True
2650,False
2651,False
2652,False
2653,True
2654,False
2655,False
2656,False
2657,True
2658,True
2659,False
2660,False
2661,False
2662,True
2663,True
2664,False
2665,False
2666,False
2667,False
2668,True
2669,False
2670,False
2671,False
2672,False
2673,False
2674,True
2675,False
2676,False
2677,False
2678,True
2679,True
2680,True
2681,True
2682,True
2683,False
2684,True
2685,False
2686,True
2687,True
2688,True
2689,True
2690,True
2691,True
2692,True
2693,False
2694,True
2695,False
2696,True
2697,False
2698,True
2699,False
2700,True
2701,False
2702,False
2703,False
2704,False
2705,True
2706,True
2707,False
2708,True
2709,True
2710,False
2711,True
2712,True
2713,True
2714,True
2715,False
2716,False
2717,True
2718,True
2719,True
2720,False
2721,False
2722,False
2723,True
2724,False
2725,False
2726,False
2727,True
2728,False
2729,False
2730,False
2731,False
2732,False
2733,False
2734,True
2735,True
2736,False
2737,True
2738,False
2739,False
2740,False
2741,True
2742,True
2743,True
2744,True
2745,False
2746,False
2747,True
2748,True
2749,True
2750,True
2751,True
2752,True
2753,False
2754,False
2755,False
2756,True
2757,True
2758,False
2759,True
2760,False
2761,False
2762,False
2763,True
2764,True
2765,False
2766,False
2767,True
2768,True
2769,True
2770,False
2771,True
2772,False
2773,False
2774,True
2775,True
2776,True
2777,True
2778,False
2779,False
2780,True
2781,False
2782,True
2783,False
2784,False
2785,False
2786,True
2787,True
2788,False
2789,True
2790,True
2791,False
2792,True
2793,False
2794,True
2795,False
2796,True
2797,True
2798,False
2799,True
2800,True
2801,True
2802,False
2803,True
2804,False
2805,False
2806,True
2807,False
2808,False
2809,True
2810,True
2811,True
2812,True
2813,True
2814,False
2815,False
2816,True
2817,False
2818,True
2819,False
2820,False
2821,True
2822,False
2823,True
2824,True
2825,True
2826,False
2827,True
2828,True
2829,False
2830,False
2831,True
2832,True
2833,True
2834,False
2835,False
2836,True
2837,True
2838,True
2839,True
2840,True
2841,False
2842,False
2843,True
2844,True
2845,True
2846,True
2847,True
2848,True
2849,False
2850,True
2851,True
2852,True
2853,True
2854,True
2855,True
2856,False
2857,True
2858,True
2859,True
2860,False
2861,True
2862,False
2863,True
2864,False
2865,True
2866,True
2867,False
2868,False
2869,False
2870,False
2871,True
2872,True
2873,True
2874,False
2875,True
2876,True
2877,False
2878,False
2879,True
2880,True
2881,True
2882,True
2883,True
2884,False
2885,True
2886,True
2887,True
2888,True
2889,False
2890,False
2891,True
2892,True
2893,True
2894,True
2895,True
2896,True
2897,True
2898,True
2899,False
2900,True
2901,True
2902,True
2903,True
2904,True
2905,False
2906,False
2907,False
2908,True
2909,True
2910,True
2911,True
2912,True
2913,False
2914,True
2915,True
2916,False
2917,True
2918,True
2919,True
2920,True
2921,False
2922,True
2923,False
2924,True
2925,True
2926,True
2927,True
2928,True
2929,True
2930,False
2931,True
2932,True
2933,False
2934,False
2935,True
2936,True
2937,True
2938,True
2939,True
2940,True
2941,False
2942,False
2943,False
2944,True
2945,False
2946,False
2947,True
2948,True
2949,True
2950,True
2951,False
2952,True
2953,True
2954,True
2955,False
2956,True
2957,True
2958,True
2959,False
2960,True
2961,False
2962,False
2963,True
2964,True
2965,False
2966,True
2967,True
2968,True
2969,True
2970,True
2971,True
2972,True
2973,True
2974,True
2975,False
2976,True
2977,True
2978,False
2979,False
2980,False
2981,False
2982,True
2983,True
2984,True
2985,True
2986,True
2987,True
2988,True
2989,False
2990,False
2991,False
2992,True
2993,True
2994,False
2995,True
2996,True
2997,False
2998,True
