user,gender
586,False
587,False
588,True
589,False
590,True
591,False
592,False
593,True
594,True
595,False
596,True
597,False
598,False
599,False
600,False
601,True
602,True
603,True
604,False
605,True
606,True
607,False
608,False
609,False
610,False
611,False
612,False
613,False
614,False
615,False
616,False
617,True
618,False
619,True
620,False
621,False
622,False
623,False
624,False
625,True
626,False
627,False
628,True
629,True
630,True
631,False
632,False
633,False
634,True
635,False
636,False
637,False
638,False
639,False
640,False
641,True
642,True
643,False
644,False
645,False
646,False
647,False
648,True
649,False
650,False
651,False
652,False
653,False
654,False
655,True
656,True
657,True
658,True
659,True
660,False
661,False
662,False
663,True
664,False
665,False
666,True
667,False
668,True
669,False
670,False
671,False
672,False
673,False
674,False
675,False
676,False
677,False
678,False
679,False
680,False
681,False
682,False
683,False
684,False
685,False
686,False
687,True
688,False
689,True
690,False
691,False
692,True
693,False
694,False
695,True
696,False
697,True
698,False
699,False
700,False
701,True
702,False
703,True
704,True
705,False
706,False
707,False
708,False
709,False
710,False
711,False
712,False
713,False
714,False
715,False
716,False
717,False
718,False
719,False
720,False
721,True
722,False
723,False
724,False
725,False
726,True
727,False
728,False
729,False
730,False
731,False
732,False
733,False
734,False
735,False
736,False
737,False
738,False
739,False
740,False
741,False
742,False
743,True
744,False
745,False
746,True
747,False
748,False
749,False
750,True
751,True
752,True
753,False
754,False
755,True
756,False
757,False
758,False
759,True
760,False
761,False
762,False
763,False
764,False
765,False
766,True
767,False
768,False
769,False
770,False
771,True
772,False
773,False
774,False
775,False
776,True
777,False
778,False
779,False
780,False
781,False
782,False
783,False
784,False
785,False
786,False
787,False
788,False
789,False
790,False
791,False
792,False
793,True
794,False
795,True
796,False
797,True
798,True
799,True
800,True
801,True
802,False
803,False
804,False
805,False
806,False
807,False
808,False
809,False
810,False
811,False
812,False
813,False
814,True
815,False
816,False
817,False
818,False
819,False
820,False
821,False
822,True
823,False
824,False
825,False
826,True
827,False
828,False
829,False
830,False
831,True
832,False
833,False
834,True
835,False
836,False
837,False
838,False
839,False
840,True
841,True
842,True
843,False
844,False
845,True
846,False
847,True
848,False
849,False
850,False
851,False
852,False
853,False
854,True
855,True
856,True
857,False
858,False
859,False
860,False
861,False
862,False
863,False
864,True
865,False
866,False
867,False
868,False
869,False
870,True
871,False
872,False
873,False
874,False
875,False
876,False
877,False
878,False
879,False
880,False
881,False
882,False
883,True
884,False
885,False
886,True
887,True
888,True
889,False
890,False
891,False
892,False
893,True
894,False
895,False
896,False
897,False
898,False
899,True
900,True
901,True
902,False
903,False
904,False
905,True
906,False
907,True
908,True
909,False
910,True
911,False
912,True
913,False
914,True
915,False
916,True
917,False
918,True
919,True
920,False
921,False
922,False
923,False
924,False
925,True
926,False
927,True
928,True
929,False
930,False
931,True
932,True
933,False
934,True
935,False
936,False
937,False
938,True
939,True
940,False
941,False
942,True
943,True
944,False
945,False
946,False
947,False
948,False
949,False
950,False
951,False
952,False
953,False
954,True
955,True
956,False
957,False
958,False
959,False
960,False
961,False
962,True
963,False
964,False
965,False
966,False
967,True
968,False
969,True
970,False
971,False
972,False
973,True
974,False
975,False
976,False
977,False
978,False
979,False
980,False
981,False
982,True
983,True
984,False
985,False
986,True
987,True
988,False
989,False
990,False
991,True
992,True
993,False
994,False
995,True
996,False
997,False
998,False
999,False
1000,True
1001,False
1002,False
1003,False
1004,False
1005,False
1006,False
1007,False
1008,False
1009,False
1010,False
1011,False
1012,True
1013,False
1014,True
1015,False
1016,False
1017,False
1018,False
1019,False
1020,False
1021,False
1022,False
1023,False
1024,True
1025,False
1026,True
1027,False
1028,True
1029,False
1030,False
1031,False
1032,False
1033,False
1034,True
1035,False
1036,False
1037,False
1038,True
1039,True
1040,False
1041,False
1042,False
1043,True
1044,False
1045,True
1046,False
1047,False
1048,False
1049,False
1050,False
1051,True
1052,True
1053,False
1054,False
1055,False
1056,False
1057,False
1058,False
1059,True
1060,False
1061,False
1062,False
1063,False
1064,False
1065,True
1066,False
1067,False
1068,True
1069,False
1070,True
1071,False
1072,True
1073,True
1074,False
1075,True
1076,True
1077,False
1078,True
1079,False
1080,False
1081,False
1082,False
1083,False
1084,False
1085,False
1086,False
1087,False
1088,True
1089,False
1090,False
1091,False
1092,True
1093,False
1094,True
1095,True
1096,False
1097,False
1098,False
1099,False
1100,False
1101,False
1102,False
1103,True
1104,False
1105,False
1106,False
1107,True
1108,False
1109,False
1110,True
1111,True
1112,False
1113,False
1114,True
1115,True
1116,False
1117,False
1118,False
1119,False
1120,False
1121,False
1122,False
1123,False
1124,False
1125,True
1126,False
1127,False
1128,False
1129,False
1130,False
1131,False
1132,False
1133,False
1134,False
1135,False
1136,True
1137,False
1138,False
1139,False
1140,True
1141,True
1142,False
1143,False
1144,False
1145,False
1146,True
1147,False
1148,False
1149,False
1150,True
1151,False
1152,False
1153,False
1154,True
1155,False
1156,True
1157,False
1158,True
1159,False
1160,False
1161,False
1162,True
1163,False
1164,True
1165,False
1166,False
1167,True
1168,True
1169,False
1170,False
1171,False
1172,True
1173,True
1174,True
1175,True
1176,False
1177,True
1178,False
1179,False
1180,True
1181,False
1182,False
1183,False
1184,True
1185,True
1186,False
1187,True
1188,False
1189,False
1190,False
1191,True
1192,False
1193,False
1194,True
1195,True
1196,True
1197,False
1198,False
1199,False
1200,False
1201,False
1202,False
1203,True
1204,False
1205,True
1206,True
1207,False
1208,False
1209,False
1210,False
1211,False
1212,True
1213,False
1214,False
1215,False
1216,False
1217,False
1218,False
1219,False
1220,False
1221,False
1222,False
1223,False
1224,False
1225,False
1226,False
1227,False
1228,False
1229,True
1230,False
1231,False
1232,True
1233,True
1234,False
1235,True
1236,True
1237,False
1238,True
1239,True
1240,True
1241,False
1242,True
1243,False
1244,False
1245,False
1246,False
1247,False
1248,True
1249,False
1250,False
1251,False
1252,False
1253,True
1254,True
1255,False
1256,False
1257,True
1258,False
1259,False
1260,False
1261,False
1262,False
1263,False
1264,False
1265,True
1266,False
1267,False
1268,False
1269,True
1270,False
1271,True
1272,False
1273,False
1274,False
1275,False
1276,False
1277,True
1278,False
1279,False
1280,False
1281,False
1282,False
1283,True
1284,False
1285,False
1286,False
1287,True
1288,True
1289,False
1290,False
1291,True
1292,False
1293,False
1294,True
1295,True
1296,False
1297,False
1298,False
1299,False
1300,False
1301,True
1302,False
1303,False
1304,False
1305,False
1306,False
1307,False
1308,False
1309,False
1310,False
1311,False
1312,False
1313,False
1314,True
1315,False
1316,False
1317,False
1318,False
1319,True
1320,False
1321,True
1322,False
1323,True
1324,False
1325,False
1326,True
1327,False
1328,False
1329,False
1330,False
1331,False
1332,False
1333,False
1334,False
1335,False
1336,True
1337,False
1338,False
1339,False
1340,False
1341,False
1342,False
1343,False
1344,True
1345,True
1346,False
1347,True
1348,True
1349,False
1350,True
1351,True
1352,False
1353,False
1354,True
1355,True
1356,True
1357,False
1358,False
1359,False
1360,False
1361,True
1362,False
1363,False
1364,True
1365,True
1366,False
1367,False
1368,True
1369,False
1370,False
1371,True
1372,False
1373,True
1374,False
1375,True
1376,True
1377,False
1378,True
1379,True
1380,False
1381,False
1382,True
1383,True
1384,False
1385,True
1386,True
1387,True
1388,False
1389,False
1390,False
1391,False
1392,False
1393,False
1394,True
1395,False
1396,True
1397,False
1398,True
1399,False
1400,False
1401,True
1402,False
1403,True
1404,False
1405,False
1406,False
1407,True
1408,False
1409,False
1410,False
1411,False
1412,False
1413,False
1414,False
1415,False
1416,False
1417,False
1418,False
1419,True
1420,False
1421,True
1422,False
1423,False
1424,False
1425,False
1426,False
1427,False
1428,True
1429,True
1430,False
1431,False
1432,False
1433,True
1434,True
1435,False
1436,True
1437,False
1438,False
1439,False
1440,False
1441,False
1442,False
1443,False
1444,True
1445,False
1446,False
1447,False
1448,True
1449,False
1450,False
1451,False
1452,True
1453,False
1454,False
1455,True
1456,False
1457,False
1458,False
1459,True
1460,True
1461,True
1462,False
1463,False
1464,False
1465,False
1466,False
1467,False
1468,False
1469,False
1470,False
1471,False
1472,False
1473,False
1474,False
1475,True
1476,True
1477,True
1478,False
1479,True
1480,False
1481,False
1482,False
1483,False
1484,False
1485,True
1486,False
1487,False
1488,False
1489,True
1490,False
1491,False
1492,False
1493,True
1494,False
1495,False
1496,False
1497,False
1498,False
1499,False
1500,False
1501,False
1502,False
1503,False
1504,False
1505,False
1506,False
1507,False
1508,True
1509,False
1510,True
1511,False
1512,False
1513,True
1514,False
1515,False
1516,True
1517,False
1518,False
1519,False
1520,False
1521,True
1522,False
1523,False
1524,False
1525,True
1526,False
1527,False
1528,False
1529,False
1530,False
1531,False
1532,False
1533,False
1534,False
1535,True
1536,True
1537,False
1538,False
1539,False
1540,False
1541,False
1542,False
1543,False
1544,False
1545,False
1546,False
1547,False
1548,False
1549,False
1550,False
1551,False
1552,False
1553,True
1554,True
1555,True
1556,False
1557,True
1558,False
1559,False
1560,True
1561,True
1562,False
1563,True
1564,False
1565,False
1566,False
1567,False
1568,True
1569,True
1570,False
1571,False
1572,True
1573,False
1574,False
1575,True
1576,True
1577,False
1578,False
1579,False
1580,True
1581,True
1582,False
1583,False
1584,False
1585,False
1586,False
1587,True
1588,False
1589,False
1590,False
1591,False
1592,False
1593,False
1594,True
1595,False
1596,True
1597,False
1598,False
1599,False
1600,False
1601,False
1602,True
1603,True
1604,False
1605,True
1606,True
1607,False
1608,False
1609,True
1610,False
1611,False
1612,False
1613,False
1614,False
1615,True
1616,False
1617,False
1618,False
1619,False
1620,False
1621,False
1622,False
1623,False
1624,False
1625,False
1626,False
1627,False
1628,False
1629,False
1630,False
1631,True
1632,False
1633,True
1634,True
1635,False
1636,True
1637,False
1638,True
1639,False
1640,False
1641,False
1642,False
1643,False
1644,False
1645,True
1646,False
1647,False
1648,False
1649,False
1650,False
1651,False
1652,False
1653,False
1654,True
1655,False
1656,False
1657,True
1658,True
1659,True
1660,True
1661,False
1662,False
1663,False
1664,True
1665,False
1666,False
1667,False
1668,False
1669,True
1670,True
1671,False
1672,False
1673,False
1674,False
1675,True
1676,False
1677,False
1678,True
1679,False
1680,False
1681,False
1682,False
1683,True
1684,False
1685,False
1686,False
1687,False
1688,True
1689,False
1690,False
1691,True
1692,False
1693,False
1694,False
1695,False
1696,False
1697,True
1698,False
1699,True
1700,False
1701,True
1702,False
1703,False
1704,False
1705,True
1706,False
1707,False
1708,False
1709,False
1710,False
1711,True
1712,False
1713,False
1714,False
1715,False
1716,False
1717,True
1718,False
1719,False
1720,False
1721,False
1722,False
1723,False
1724,False
1725,False
1726,False
1727,False
1728,False
1729,False
1730,True
1731,True
1732,False
1733,False
1734,False
1735,False
1736,False
1737,False
1738,False
1739,False
1740,False
1741,False
1742,False
1743,False
1744,False
1745,False
1746,False
1747,False
1748,False
1749,False
1750,False
1751,False
1752,False
1753,False
1754,False
1755,True
1756,True
1757,False
1758,True
1759,False
1760,True
1761,False
1762,False
1763,False
1764,False
1765,False
1766,True
1767,False
1768,False
1769,False
1770,False
1771,False
1772,False
1773,False
1774,False
1775,False
1776,False
1777,False
1778,False
1779,False
1780,False
1781,True
1782,False
1783,False
1784,False
1785,False
1786,False
1787,False
1788,False
1789,False
1790,False
1791,False
1792,True
1793,False
1794,False
1795,False
1796,False
1797,False
1798,False
1799,False
1800,False
1801,True
1802,False
1803,False
1804,False
1805,False
1806,False
1807,False
1808,True
1809,True
1810,False
1811,False
1812,True
1813,True
1814,False
1815,False
1816,True
1817,False
1818,False
1819,True
1820,False
1821,False
1822,True
1823,True
1824,True
1825,False
1826,False
1827,True
1828,False
1829,False
1830,False
1831,False
1832,True
1833,False
1834,False
1835,False
1836,False
1837,False
1838,False
1839,False
1840,False
1841,False
1842,False
1843,False
1844,True
1845,False
1846,False
1847,False
1848,False
1849,False
1850,False
1851,False
1852,False
1853,False
1854,False
1855,False
1856,False
1857,False
1858,True
1859,True
1860,False
1861,False
1862,False
1863,False
1864,False
1865,True
1866,False
1867,False
1868,False
1869,False
1870,False
1871,True
1872,False
1873,False
1874,False
1875,False
1876,False
1877,True
1878,False
1879,False
1880,False
1881,False
1882,False
1883,True
1884,False
1885,False
1886,False
1887,False
1888,False
1889,False
1890,False
1891,False
1892,False
1893,True
1894,True
1895,False
1896,False
1897,True
1898,False
1899,True
1900,False
1901,False
1902,False
1903,False
1904,False
1905,True
1906,True
1907,False
1908,False
1909,False
1910,False
1911,True
1912,False
1913,False
1914,True
1915,False
1916,False
1917,False
1918,True
1919,False
1920,True
1921,False
1922,True
1923,False
1924,True
1925,False
1926,True
1927,False
1928,False
1929,True
1930,False
1931,False
1932,False
1933,False
1934,False
1935,False
1936,False
1937,False
1938,True
1939,True
1940,False
1941,False
1942,False
1943,False
1944,True
1945,False
1946,False
1947,False
1948,False
1949,False
1950,False
1951,True
1952,False
1953,True
1954,False
1955,False
1956,False
1957,True
1958,True
1959,True
1960,False
1961,True
1962,True
1963,True
1964,True
1965,False
1966,False
1967,False
1968,False
1969,True
1970,False
1971,True
1972,False
1973,False
1974,False
1975,False
1976,False
1977,False
1978,False
1979,False
1980,False
1981,False
1982,False
1983,False
1984,False
1985,False
1986,False
1987,False
1988,True
1989,False
1990,False
1991,False
1992,False
1993,False
1994,False
1995,False
1996,False
1997,False
1998,True
1999,True
2000,False
2001,False
2002,True
2003,False
2004,False
2005,False
2006,False
2007,False
2008,False
2009,True
2010,False
2011,True
2012,False
2013,False
2014,False
2015,False
2016,True
2017,False
2018,False
2019,False
2020,False
2021,False
2022,False
2023,False
2024,False
2025,False
2026,False
2027,True
2028,False
2029,True
2030,False
2031,False
2032,False
2033,True
2034,True
2035,True
2036,True
2037,False
2038,True
2039,False
2040,True
2041,True
2042,False
2043,False
2044,True
2045,True
2046,False
2047,False
2048,False
2049,True
2050,True
2051,False
2052,False
2053,False
2054,False
2055,False
2056,False
2057,False
2058,True
2059,False
2060,False
2061,False
2062,False
2063,False
2064,False
2065,False
2066,True
2067,False
2068,True
2069,False
2070,True
2071,False
2072,True
2073,True
2074,False
2075,True
2076,False
2077,False
2078,False
2079,False
2080,False
2081,False
2082,False
2083,False
2084,False
2085,False
2086,False
2087,False
2088,False
2089,False
2090,False
2091,True
2092,False
2093,False
2094,False
2095,False
2096,True
2097,False
2098,False
2099,True
2100,True
2101,False
2102,False
2103,False
2104,False
2105,False
2106,True
2107,False
2108,False
2109,False
2110,False
2111,False
2112,True
2113,False
2114,False
2115,False
2116,False
2117,False
2118,False
2119,False
2120,False
2121,False
2122,False
2123,True
2124,False
2125,False
2126,False
2127,False
2128,True
2129,False
2130,False
2131,False
2132,False
2133,True
2134,False
2135,False
2136,False
2137,True
2138,True
2139,True
2140,False
2141,True
2142,True
2143,False
2144,False
2145,False
2146,False
2147,True
2148,True
2149,False
2150,True
2151,False
2152,False
2153,False
2154,False
2155,True
2156,False
2157,True
2158,False
2159,True
2160,True
2161,True
2162,True
2163,False
2164,False
2165,False
2166,False
2167,True
2168,False
2169,False
2170,True
2171,False
2172,False
2173,False
2174,False
2175,False
2176,False
2177,True
2178,False
2179,True
2180,False
2181,False
2182,True
2183,True
2184,False
2185,False
2186,False
2187,False
2188,True
2189,False
2190,True
2191,False
2192,True
2193,False
2194,False
2195,False
2196,False
2197,True
2198,True
2199,False
2200,False
2201,False
2202,True
2203,False
2204,False
2205,True
2206,False
2207,False
2208,False
2209,False
2210,False
2211,False
2212,False
2213,True
2214,True
2215,True
2216,True
2217,False
2218,False
2219,False
2220,True
2221,False
2222,True
2223,False
2224,False
2225,False
2226,True
2227,False
2228,False
2229,False
2230,True
2231,False
2232,False
2233,True
2234,False
2235,False
2236,False
2237,True
2238,True
2239,False
2240,False
2241,False
2242,False
2243,False
2244,False
2245,False
2246,False
2247,False
2248,True
2249,False
2250,False
2251,False
2252,True
2253,True
2254,False
2255,True
2256,True
2257,True
2258,True
2259,True
2260,True
2261,False
2262,False
2263,False
2264,True
2265,False
2266,True
2267,True
2268,True
2269,True
2270,False
2271,False
2272,False
2273,False
2274,False
2275,False
2276,False
2277,True
2278,False
2279,False
2280,False
2281,False
2282,False
2283,False
2284,False
2285,True
2286,False
2287,False
2288,False
2289,True
2290,False
2291,False
2292,False
2293,True
2294,False
2295,False
2296,True
2297,False
2298,False
2299,True
2300,False
2301,True
2302,False
2303,False
2304,False
2305,False
2306,True
2307,False
2308,True
2309,True
2310,False
2311,True
2312,False
2313,True
2314,True
2315,False
2316,False
2317,True
2318,False
2319,False
2320,True
2321,False
2322,True
2323,False
2324,False
2325,True
2326,False
2327,False
2328,False
2329,True
2330,False
2331,False
2332,False
2333,False
2334,True
2335,False
2336,False
2337,False
2338,False
2339,True
2340,False
2341,False
2342,False
2343,True
2344,False
2345,False
2346,True
2347,False
2348,False
2349,False
2350,False
2351,True
2352,False
2353,True
2354,False
2355,True
2356,True
2357,True
2358,True
2359,False
2360,False
2361,False
2362,False
2363,False
2364,True
2365,False
2366,True
2367,True
2368,True
2369,False
2370,False
2371,True
2372,True
2373,False
2374,False
2375,True
2376,False
2377,False
2378,False
2379,False
2380,False
2381,True
2382,False
2383,True
2384,False
2385,True
2386,True
2387,False
2388,False
2389,False
2390,True
2391,False
2392,True
2393,False
2394,False
2395,False
2396,True
2397,True
2398,False
2399,False
2400,True
2401,False
2402,False
2403,False
2404,False
2405,False
2406,True
2407,False
2408,True
2409,True
2410,False
2411,True
2412,False
2413,True
2414,False
2415,False
2416,False
2417,False
2418,True
2419,False
2420,False
2421,False
2422,True
2423,True
2424,False
2425,True
2426,False
2427,True
2428,False
2429,False
2430,False
2431,True
2432,False
2433,False
2434,False
2435,False
2436,False
2437,False
2438,False
2439,False
2440,False
2441,True
2442,False
2443,True
2444,True
2445,False
2446,False
2447,False
2448,False
2449,False
2450,False
2451,False
2452,False
2453,False
2454,False
2455,False
2456,False
2457,False
2458,False
2459,False
2460,True
2461,False
2462,False
2463,False
2464,True
2465,False
2466,False
2467,False
2468,False
2469,False
2470,False
2471,False
2472,False
2473,False
2474,False
2475,True
2476,False
2477,False
2478,False
2479,True
2480,True
2481,False
2482,True
2483,False
2484,False
2485,False
2486,False
2487,False
2488,True
2489,True
2490,False
2491,False
2492,True
2493,False
2494,False
2495,True
2496,False
2497,True
2498,False
2499,False
2500,False
2501,False
2502,False
2503,False
2504,False
2505,False
2506,True
2507,False
2508,True
2509,False
2510,False
2511,False
2512,True
2513,False
2514,False
2515,False
2516,True
2517,True
2518,False
2519,True
2520,True
2521,False
2522,False
2523,False
2524,True
2525,True
2526,False
2527,False
2528,False
2529,True
2530,False
2531,True
2532,True
2533,True
2534,True
2535,True
2536,False
2537,False
2538,False
2539,False
2540,True
2541,True
2542,True
2543,True
2544,False
2545,False
2546,True
2547,True
2548,True
2549,False
2550,False
2551,False
2552,True
2553,False
2554,False
2555,False
2556,False
2557,True
2558,False
2559,False
2560,True
2561,False
2562,False
2563,False
2564,True
2565,False
2566,False
2567,False
2568,False
2569,False
2570,True
2571,False
2572,False
2573,False
2574,False
2575,False
2576,False
2577,False
2578,False
2579,False
2580,True
2581,False
2582,True
2583,False
2584,True
2585,False
2586,False
2587,False
2588,True
2589,False
2590,False
2591,False
2592,False
2593,False
2594,False
2595,False
2596,False
2597,True
2598,False
2599,False
2600,False
2601,False
2602,False
2603,False
2604,False
2605,False
2606,False
2607,True
2608,True
2609,True
2610,False
2611,False
2612,True
2613,False
2614,False
2615,False
2616,False
2617,True
2618,True
2619,False
2620,False
2621,False
2622,True
2623,False
2624,True
2625,False
2626,False
2627,False
2628,True
2629,False
2630,True
2631,True
2632,False
2633,True
2634,False
2635,False
2636,False
2637,True
2638,False
2639,True
2640,False
2641,False
2642,False
2643,False
2644,False
2645,False
2646,False
2647,True
2648,False
2649,False
2650,False
2651,False
2652,False
2653,False
2654,True
2655,False
2656,False
2657,True
2658,False
2659,False
2660,False
2661,False
2662,False
2663,True
2664,False
2665,False
2666,False
2667,True
2668,True
2669,False
2670,False
2671,True
2672,False
2673,False
2674,False
2675,False
2676,False
2677,True
2678,False
2679,True
2680,False
2681,True
2682,False
2683,False
2684,True
2685,False
2686,False
2687,False
2688,False
2689,False
2690,False
2691,False
2692,True
2693,False
2694,False
2695,False
2696,False
2697,True
2698,True
2699,True
2700,False
2701,False
2702,False
2703,False
2704,False
2705,False
2706,True
2707,False
2708,False
2709,True
2710,False
2711,True
2712,True
2713,False
2714,False
2715,True
2716,True
2717,False
2718,True
2719,False
2720,False
2721,False
2722,False
2723,True
2724,True
2725,False
2726,False
2727,False
2728,False
2729,False
2730,False
2731,False
2732,False
2733,False
2734,True
2735,False
2736,False
2737,False
2738,True
2739,True
2740,False
2741,False
2742,False
2743,False
2744,False
2745,True
2746,False
2747,True
2748,False
2749,False
2750,True
2751,True
2752,False
2753,True
2754,False
2755,False
2756,False
2757,False
2758,False
2759,False
2760,False
2761,False
2762,False
2763,True
2764,False
2765,False
2766,False
2767,False
2768,False
2769,False
2770,False
2771,False
2772,False
2773,False
2774,False
2775,True
2776,False
2777,False
2778,False
2779,False
2780,False
2781,False
2782,True
2783,False
2784,False
2785,False
2786,False
2787,False
2788,False
2789,False
2790,False
2791,False
2792,False
2793,False
2794,False
2795,False
2796,False
2797,True
2798,False
2799,False
2800,True
2801,True
2802,False
2803,False
2804,True
2805,False
2806,False
2807,True
2808,False
2809,False
2810,True
2811,False
2812,False
2813,False
2814,False
2815,False
2816,False
2817,False
2818,False
2819,False
2820,True
2821,False
2822,False
2823,False
2824,False
2825,True
2826,False
2827,False
2828,False
2829,False
2830,False
2831,False
2832,False
2833,False
2834,False
2835,False
2836,False
2837,False
2838,False
2839,False
2840,False
2841,False
2842,False
2843,True
2844,False
2845,False
2846,True
2847,False
2848,False
2849,False
2850,False
2851,True
2852,False
2853,False
2854,True
2855,False
2856,False
2857,False
2858,True
2859,False
2860,False
2861,False
2862,False
2863,True
2864,True
2865,True
2866,False
2867,False
2868,False
2869,False
2870,False
2871,True
2872,False
2873,True
2874,True
2875,False
2876,False
2877,False
2878,True
2879,False
2880,False
2881,True
2882,False
2883,False
2884,True
2885,True
2886,False
2887,False
2888,False
2889,False
2890,False
2891,True
2892,False
2893,False
2894,False
2895,False
2896,False
2897,False
2898,False
2899,False
2900,False
2901,False
2902,False
2903,False
2904,False
2905,False
2906,False
2907,True
2908,False
2909,False
2910,False
2911,True
2912,True
2913,True
2914,False
2915,False
2916,False
2917,False
2918,False
2919,False
2920,False
2921,False
2922,False
2923,False
2924,True
2925,True
2926,True
2927,False
2928,False
2929,False
2930,False
2931,False
2932,False
2933,False
2934,True
2935,False
2936,True
2937,True
2938,True
2939,True
2940,False
2941,False
2942,True
2943,False
2944,True
2945,True
2946,False
2947,True
2948,False
2949,False
2950,False
2951,True
2952,False
2953,False
2954,False
2955,False
2956,False
2957,False
2958,False
2959,False
2960,False
2961,False
2962,False
2963,True
2964,False
2965,True
2966,True
2967,False
2968,True
2969,False
2970,False
2971,False
2972,False
2973,True
2974,False
2975,False
2976,False
2977,True
2978,False
2979,False
2980,False
2981,False
2982,False
2983,False
2984,False
2985,False
2986,False
2987,False
2988,True
2989,False
2990,False
2991,False
2992,False
2993,False
2994,False
2995,False
2996,False
2997,True
