user,item,position,weight
15,349,17,46.359474
15,454,18,45.332542
15,3006,19,45.053524
16,2716,0,15.459739
16,2694,1,14.009786
16,1210,2,11.80147
16,1127,3,11.339806
16,2881,4,9.8918705
16,2688,5,8.718017
16,2858,6,8.694673
16,2706,7,8.669556
16,1513,8,8.606861
16,2394,9,8.073445
16,2605,10,7.838189
16,1097,11,7.8201385
16,2826,12,7.7568793
16,3408,13,7.69899
16,2581,14,7.640888
16,913,15,7.4148455
16,2336,16,7.4054365
16,3114,17,7.2300186
16,2762,18,7.2098517
16,3005,19,6.989533
17,1580,0,58.632008
17,1617,1,52.01076
17,1199,2,51.498104
17,608,3,48.08408
17,2968,4,47.206
17,2997,5,41.541584
17,1965,6,33.42485
17,2985,7,31.656683
17,2628,8,27.695372
17,2692,9,27.322824
17,2959,10,26.302269
17,2009,11,25.471964
17,2657,12,25.424435
17,1,13,24.904663
17,1197,14,24.07555
17,1089,15,24.049778
17,1249,16,23.322056
17,780,17,22.419434
17,1233,18,21.991697
17,671,19,20.965645
18,2571,0,99.81371
18,480,1,99.22162
18,3114,2,98.22789
18,1270,3,96.12085
18,1566,4,88.811615
18,2687,5,78.83681
18,2174,6,74.325294
18,1356,7,70.99461
18,1374,8,70.395096
18,661,9,69.78997
18,1214,10,69.48069
18,1376,11,65.58535
18,1127,12,64.79596
18,2406,13,64.05431
18,316,14,63.534977
18,1030,15,62.829315
18,2761,16,60.154133
18,317,17,58.87614
18,1610,18,58.67113
18,2716,19,57.86039
19,589,0,45.952393
19,480,1,44.94195
19,1907,2,35.386562
19,2916,3,28.34772
19,2985,4,24.9599
19,3175,5,23.93626
19,2294,6,23.728432
19,1275,7,23.177017
19,1221,8,22.599142
19,1148,9,22.470427
19,780,10,22.467674
19,1566,11,22.446516
19,2018,12,22.375212
19,2194,13,22.187546
19,1028,14,21.749765
19,318,15,21.744526
19,3034,16,21.394922
19,1954,17,21.317633
19,1032,18,21.061419
19,2858,19,20.981567
20,1610,0,20.869259
20,480,1,20.320824
20,50,2,18.854067
20,593,3,17.747295
20,608,4,14.976884
20,2916,5,14.739011
20,1704,6,14.536523
20,2762,7,14.436068
20,1210,8,13.893538
20,2791,9,13.593186
20,1197,10,13.116347
20,1580,11,12.601247
20,1233,12,12.594511
20,1196,13,12.544119
20,733,14,12.472153
20,474,15,12.376886
20,1193,16,11.984833
20,527,17,11.336958
20,1259,18,11.266544
20,318,19,10.916231
21,3114,0,13.797656
21,1148,1,8.353875
21,1907,2,7.6133323
21,1282,3,7.509611
21,2085,4,7.23176
21,594,5,7.2114043
21,2687,6,6.9704103
21,364,7,6.9405217
21,595,8,6.869589
21,1566,9,6.7708592
21,1022,10,6.0819893
21,260,11,6.0033364
21,2096,12,5.8385153
21,110,13,5.6815434
21,745,14,5.675087
21,2139,15,5.3240786
21,2087,16,5.196623
21,741,17,5.196539
21,1405,18,4.823492
21,3213,19,4.6220856
22,356,0,20.317347
22,2028,1,19.167578
22,2700,2,18.303154
22,1,3,17.559587
22,260,4,16.541927
22,2683,5,14.680629
22,593,6,14.259304
22,2599,7,14.191912
22,1777,8,13.919053
22,2000,9,12.9177885
22,2706,10,12.521615
22,1968,11,12.502
22,1407,12,12.478218
22,457,13,12.440539
22,3175,14,12.057459
22,1220,15,11.953798
22,1500,16,11.872254
22,2804,17,11.596325
22,2011,18,11.5800295
22,785,19,11.570399
23,1210,0,194.0776
23,1270,1,170.44043
23,1374,2,155.22624
23,1198,3,117.573
23,2762,4,116.22109
23,1197,5,113.177536
23,1921,6,98.82794
23,1391,7,97.217384
23,2028,8,95.079384
23,223,9,94.71138
23,110,10,94.706215
23,2700,11,93.985985
23,1253,12,90.13755
23,3033,13,89.90637
23,1136,14,87.438194
23,2716,15,86.551025
23,2987,16,86.43052
23,3114,17,85.278496
23,2641,18,79.83778
23,318,19,78.048874
24,2000,0,35.548306
24,2804,1,34.27809
24,2396,2,31.23879
24,1196,3,28.716413
24,1285,4,27.278683
24,356,5,26.555758
24,1172,6,26.317663
24,1297,7,23.12961
24,2470,8,20.908966
24,1210,9,20.86953
24,1097,10,20.695187
24,1265,11,20.20984
24,2150,12,19.873775
24,1198,13,19.560928
24,2134,14,19.281168
24,1193,15,19.097406
24,2746,16,18.778702
24,2997,17,18.355936
24,3421,18,17.737879
24,2371,19,17.736633
25,589,0,42.638634
25,3175,1,38.761215
25,316,2,34.700783
25,2916,3,32.486206
25,2762,4,28.813303
25,1197,5,28.05107
25,356,6,27.646074
25,1097,7,23.716675
25,110,8,23.334967
25,1,9,22.311049
25,1584,10,21.96188
25,1527,11,21.9495
25,919,12,21.929232
25,1240,13,21.538004
25,2054,14,19.93116
25,1127,15,19.76607
25,3033,16,19.537777
25,2105,17,16.683529
25,2396,18,16.466408
25,648,19,16.1833
26,2671,0,16.358217
26,3255,1,14.509874
26,1569,2,13.865909
26,2396,3,13.423887
26,1441,4,12.965956
26,380,5,12.491507
26,1784,6,12.085118
26,527,7,11.8508005
26,141,8,11.498047
26,1835,9,11.140921
26,357,10,10.507674
26,2028,11,10.312003
26,1641,12,9.941726
26,3247,13,9.80277
26,2581,14,9.699107
26,222,15,9.660242
26,1593,16,9.572893
26,1197,17,9.531672
26,150,18,9.362099
26,2125,19,9.33317
27,1284,0,41.948467
27,1260,1,32.87349
27,1230,2,29.846268
27,1179,3,29.419598
27,3334,4,24.315283
27,942,5,23.137354
27,750,6,20.733358
27,908,7,20.706055
27,1256,8,20.153494
27,1304,9,20.048594
27,2203,10,19.666477
27,912,11,19.499292
27,904,12,19.25499
27,1198,13,17.962568
27,1254,14,16.910053
27,1278,15,16.832296
27,1069,16,16.10692
27,2396,17,15.897005
27,1196,18,15.589928
27,2935,19,15.546808
28,912,0,24.728289
28,2858,1,18.55593
28,527,2,17.995493
28,1307,3,15.527911
28,1270,4,14.780382
28,296,5,14.083724
28,541,6,13.778397
28,908,7,13.179612
28,1148,8,12.68664
28,920,9,12.357258
28,3114,10,11.931705
28,2692,11,11.830818
28,17,12,11.801818
28,1259,13,11.305123
28,265,14,11.013174
28,1961,15,10.574519
28,589,16,10.561579
28,1172,17,10.057215
28,858,18,9.875444
28,2959,19,9.628881
29,2028,0,213.7582
29,1197,1,150.14761
29,1201,2,140.125
29,2194,3,138.8795
29,592,4,109.153564
29,1233,5,108.7398
29,2019,6,88.09619
29,1408,7,85.95145
29,3256,8,82.80315
29,2406,9,81.87143
29,2288,10,80.02633
29,1275,11,77.0842
29,6,12,75.32776
29,2115,13,70.19372
29,2628,14,65.76625
29,733,15,65.76253
29,1356,16,64.74715
29,1129,17,60.79594
29,1270,18,59.746037
29,1912,19,59.253124
30,1704,0,77.36525
30,2396,1,72.39418
30,1193,2,57.40339
30,2324,3,55.05984
30,36,4,54.094566
30,110,5,53.559193
30,34,6,50.881535
30,1089,7,48.699165
30,1358,8,47.703804
30,858,9,42.76649
30,2571,10,42.213924
30,150,11,41.757633
30,260,12,41.711205
30,246,13,39.33917
30,2599,14,39.31565
30,265,15,39.271217
30,1094,16,38.836185
30,1233,17,38.59572
30,2908,18,38.217834
30,1,19,37.7328
31,1294,0,32.83967
31,3421,1,28.60783
31,1278,2,28.347273
31,1079,3,27.068247
31,2791,4,24.717733
31,2396,5,22.922924
31,1,6,22.882122
31,3072,7,22.273455
31,1028,8,21.864609
31,1394,9,21.644949
31,2797,10,20.68402
31,34,11,18.726294
31,1292,12,18.419146
31,1077,13,18.34378
31,3114,14,18.340576
31,3361,15,18.010618
31,2100,16,17.977648
31,909,17,17.79568
31,2804,18,16.622627
31,2858,19,16.11276
32,527,0,8.863055
32,1089,1,8.5318985
32,296,2,7.4950485
32,589,3,6.921519
32,1343,4,6.8622084
32,318,5,6.770225
32,2997,6,6.4641995
32,1610,7,6.3969793
32,1625,8,6.133428
32,110,9,6.0855336
32,3147,10,5.8227644
32,2396,11,5.6230874
32,1265,12,5.135298
32,474,13,5.0983744
32,1213,14,5.024473
32,3176,15,4.7977586
32,1653,16,4.73389
32,1041,17,4.3045406
32,3160,18,4.204283
32,2700,19,4.094458
33,1617,0,128.77098
33,750,1,120.08548
33,2028,2,117.77927
33,1036,3,116.71791
33,457,4,114.79388
33,110,5,110.28222
33,3363,6,109.10201
33,541,7,107.41422
33,920,8,100.09767
33,356,9,97.30415
33,1272,10,97.07445
33,1276,11,95.28239
33,1230,12,94.38873
33,1084,13,94.13318
33,2000,14,90.41798
33,2067,15,89.747955
33,590,16,86.26282
33,1307,17,86.1773
33,1197,18,85.53753
33,913,19,84.44435
34,1265,0,63.892086
34,2797,1,62.127445
34,3210,2,48.293957
34,1394,3,47.920753
34,1663,4,37.327785
34,1297,5,34.751766
34,1210,6,34.656948
34,2028,7,34.483017
34,2746,8,32.22329
34,1220,9,31.859634
34,357,10,31.671146
34,1288,11,31.305248
34,1257,12,30.946878
34,527,13,29.048388
34,2706,14,28.859444
34,440,15,28.820885
34,2599,16,28.114424
34,2470,17,28.000908
34,3255,18,27.605988
34,1517,19,27.240479
35,1207,0,9.14518
35,1952,1,8.734063
35,920,2,8.498985
35,111,3,7.924981
35,858,4,7.917685
35,1237,5,7.81342
35,1193,6,6.828656
35,260,7,6.8223343
35,910,8,6.6822076
35,1233,9,6.4891996
35,1947,10,5.754604
35,1296,11,5.6481943
35,2243,12,5.622867
35,1250,13,5.6137
35,2067,14,5.55814
35,3089,15,5.546841
35,1960,16,5.495878
35,1188,17,5.3033237
35,923,18,5.3001924
35,34,19,5.1126785
36,2396,0,69.830505
36,318,1,60.520615
36,2997,2,58.822044
36,50,3,56.357624
36,1784,4,54.415203
36,1198,5,54.25103
36,2804,6,53.810925
36,1917,7,46.962273
36,2174,8,45.16315
36,296,9,45.142063
36,2302,10,43.600803
36,1608,11,41.495125
36,1394,12,41.47631
36,1220,13,40.94348
36,357,14,39.840057
36,39,15,39.468
36,539,16,39.23835
36,1500,17,38.473392
36,541,18,38.38157
36,440,19,36.757256
37,39,0,35.743465
37,17,1,32.939384
37,902,2,31.271046
37,1393,3,30.902029
37,914,4,30.40522
37,1674,5,29.137835
37,916,6,28.492748
37,539,7,28.350588
37,1183,8,27.353506
37,898,9,26.978691
37,2248,10,24.845772
37,969,11,24.59202
37,1230,12,24.183048
37,440,13,23.86206
37,597,14,23.686983
37,2291,15,21.428276
37,11,16,21.345821
37,1188,17,21.237013
37,1680,18,20.386843
37,1296,19,20.277828
38,597,0,56.777786
38,2424,1,43.761997
38,11,2,42.603863
38,1265,3,40.279408
38,2125,4,36.981373
38,1680,5,33.83551
38,2858,6,33.63548
38,222,7,33.011078
38,2291,8,30.392609
38,7,9,29.546347
38,1197,10,28.378168
38,736,11,27.29787
38,1188,12,26.331135
38,380,13,25.246925
38,1210,14,24.956839
38,105,15,24.578728
38,852,16,23.778324
38,802,17,22.367338
38,497,18,22.138706
38,509,19,22.025312
39,2694,0,139.67256
39,2707,1,129.49416
39,1093,2,128.06787
39,2541,3,123.37249
39,2336,4,120.98395
39,2762,5,114.28071
39,2699,6,109.53041
39,3408,7,107.50134
39,2688,8,105.55909
39,2395,9,103.625114
39,2490,10,95.22406
39,2396,11,89.09288
39,2881,12,87.99655
39,3298,13,86.540436
39,2976,14,84.180534
39,2598,15,82.55458
39,2333,16,81.91237
39,3081,17,76.127464
39,2581,18,72.14327
39,1513,19,71.55669
40,260,0,40.75576
40,480,1,25.536634
40,1259,2,24.483965
40,2470,3,20.74593
40,1356,4,19.053667
40,2916,5,18.444538
40,2628,6,18.331066
40,2028,7,18.31777
40,3175,8,16.840147
40,2193,9,14.352184
40,1275,10,14.174549
40,1303,11,14.139585
40,1371,12,13.715702
40,527,13,13.641531
40,648,14,13.3611355
40,380,15,12.85359
40,349,16,12.527035
40,3104,17,12.412085
40,2641,18,12.115644
40,1019,19,12.020906
41,2716,0,8.474966
41,2762,1,8.177696
41,2028,2,8.006057
41,2571,3,7.4824944
41,1198,4,6.5531664
41,480,5,6.1220207
41,2858,6,5.6391706
41,50,7,4.8013225
41,1270,8,4.7460117
41,1610,9,4.474061
41,1242,10,4.284312
41,2021,11,4.149908
41,589,12,4.1389174
41,2712,13,3.9040802
41,1376,14,3.8342779
41,593,15,3.8075118
41,2683,16,3.6884165
41,356,17,3.6331758
41,1580,18,3.5879254
41,1356,19,3.509015
42,1676,0,312.086
42,2028,1,305.80176
42,110,2,288.74133
42,1215,3,231.83986
42,1199,4,230.00987
42,592,5,227.99211
42,2054,6,227.60736
42,1748,7,226.54582
42,2657,8,225.90381
42,1391,9,222.42517
42,2406,10,215.23177
42,1690,11,210.65848
42,2699,12,206.78094
42,1220,13,202.30157
42,380,14,187.08878
42,2046,15,184.38245
42,1370,16,174.0186
42,1,17,173.89511
42,2987,18,170.80957
42,2762,19,166.07309
43,2683,0,6.158103
43,2881,1,6.0539207
43,2628,2,4.5534687
43,2541,3,4.4501
43,1210,4,4.396702
43,1127,5,4.0877185
43,1304,6,4.073166
43,2716,7,3.9015706
43,2908,8,3.8703034
43,2858,9,3.8493152
43,2959,10,3.7806633
43,2396,11,3.4853988
43,2028,12,3.4442291
43,2710,13,3.3579736
43,1221,14,3.3425236
43,3176,15,3.2520604
43,2694,16,3.160653
43,318,17,2.9703004
43,3354,18,2.925788
43,1265,19,2.9133875
44,3114,0,57.28007
44,2355,1,54.071434
44,364,2,52.656677
44,356,3,48.734005
44,588,4,48.32066
44,595,5,46.285007
44,2081,6,41.986458
44,1259,7,41.726353
44,1376,8,39.56633
44,2078,9,37.830948
44,2115,10,37.42141
44,110,11,37.309143
44,2087,12,36.417816
44,2858,13,36.06899
44,2406,14,36.00838
44,2100,15,35.90706
44,1214,16,35.728848
44,541,17,35.518257
44,329,18,34.8692
44,2791,19,33.68969
45,356,0,50.469322
45,898,1,49.23938
45,597,2,42.949886
45,912,3,40.43941
45,1210,4,35.916794
45,1569,5,35.67334
45,2080,6,34.58182
45,1393,7,32.679684
45,1721,8,32.50703
45,17,9,32.364227
45,1079,10,31.5586
45,2797,11,31.288769
45,1183,12,30.699831
45,342,13,30.498182
45,1294,14,30.304424
45,1947,15,29.773266
45,2291,16,29.430119
45,1674,17,27.2725
45,1777,18,27.145874
45,1094,19,27.113314
46,1258,0,17.503082
46,2716,1,17.069452
46,1387,2,16.117203
46,3081,3,15.0067425
46,1994,4,14.595584
46,1215,5,14.004787
46,1991,6,13.923885
46,1214,7,13.556277
46,253,8,12.440121
46,2513,9,12.130684
46,2995,10,11.981134
46,3016,11,11.679353
46,1321,12,11.594687
46,2288,13,11.410292
46,1339,14,11.137004
46,70,15,11.091084
46,968,16,11.037196
46,2003,17,11.032155
46,3264,18,11.002075
46,532,19,10.5407
47,2858,0,37.41849
47,2028,1,32.750553
47,296,2,26.926544
47,912,3,26.703094
47,919,4,26.560873
47,111,5,25.05932
47,1225,6,22.424126
47,1213,7,21.724585
47,1617,8,20.814562
47,1207,9,18.619751
47,2396,10,18.199127
47,50,11,18.047451
47,1196,12,17.744995
47,260,13,17.560816
47,923,14,16.660591
47,1230,15,16.09101
47,908,16,14.91323
47,1097,17,14.350812
47,1952,18,13.94796
47,1198,19,13.397202
48,2000,0,514.5787
48,608,1,499.939
48,1214,2,462.04874
48,1393,3,440.36996
48,587,4,411.35587
48,1968,5,405.16852
48,1396,6,378.40427
48,11,7,371.44046
48,2080,8,368.85306
48,1961,9,357.4958
48,2001,10,352.47052
48,924,11,352.14923
48,2100,12,345.56876
48,1079,13,337.49527
48,3421,14,328.66794
48,2763,15,327.67813
48,1394,16,321.9273
48,21,17,318.80057
48,2407,18,317.8715
48,1225,19,316.54028
49,110,0,35.53018
49,260,1,26.803963
49,588,2,25.556906
49,6,3,19.492249
49,1610,4,18.678041
49,1573,5,18.420826
49,1198,6,16.558384
49,780,7,15.715862
49,1127,8,15.167713
49,2987,9,14.809628
49,745,10,14.722824
49,34,11,14.65299
49,356,12,14.577889
49,2858,13,14.33196
49,1912,14,14.258865
49,1221,15,13.508062
49,3418,16,13.501117
49,1270,17,13.439212
49,1291,18,12.871299
49,1214,19,12.669321
50,1249,0,22.097885
50,1248,1,14.6360655
50,2657,2,13.332505
50,1259,3,12.660114
50,1250,4,12.40858
50,1129,5,11.79466
50,1580,6,11.52194
50,589,7,10.820912
50,551,8,9.824712
50,1035,9,9.570632
50,1171,10,9.448072
50,1269,11,9.392879
50,110,12,8.663558
50,2291,13,8.608321
50,1673,14,8.112102
50,908,15,7.8532443
50,1544,16,7.73015
50,2455,17,7.7070575
50,1210,18,7.663187
50,2028,19,7.651874
51,356,0,28.03681
51,2355,1,22.114758
51,1784,2,21.36358
51,2997,3,18.799446
51,39,4,16.492277
51,593,5,16.490654
51,2321,6,16.207321
51,11,7,16.187958
51,110,8,14.514259
51,1580,9,14.426941
51,597,10,13.7313
51,2324,11,13.639903
51,1148,12,13.471592
51,1210,13,13.284818
51,1270,14,12.62369
51,223,15,12.207802
51,1641,16,11.786482
51,2700,17,11.504147
51,1500,18,10.975533
51,357,19,10.875605
52,2571,0,133.81134
52,377,1,102.13346
52,1527,2,82.43574
52,2058,3,79.358864
52,3256,4,78.01436
52,3418,5,67.25066
52,1722,6,66.78374
52,1552,7,65.14261
52,10,8,59.20608
52,2273,9,57.849808
52,1917,10,57.605614
52,2006,11,56.445564
52,2278,12,56.266926
52,1356,13,52.280853
52,2490,14,50.66163
52,316,15,50.444977
52,2858,16,49.391243
52,1912,17,47.628246
52,70,18,47.203976
52,1544,19,46.285927
53,3081,0,95.386024
53,1197,1,92.3493
53,1198,2,90.82168
53,527,3,83.799446
53,110,4,82.64373
53,1265,5,76.88968
53,1,6,71.051414
53,1136,7,66.24256
53,750,8,62.867157
53,2700,9,61.45414
53,733,10,60.704567
53,908,11,59.106644
53,1291,12,57.201668
53,1358,13,57.14443
53,1544,14,54.709053
53,1252,15,54.522316
53,1372,16,53.95652
53,778,17,53.94497
53,2011,18,53.57335
53,367,19,53.394463
54,1294,0,31.82144
54,3421,1,28.626265
54,910,2,24.67081
54,1080,3,20.709589
54,1244,4,20.15495
54,2858,5,18.868921
54,1270,6,18.192354
54,1265,7,17.715881
54,1256,8,15.930229
54,1197,9,15.368619
54,2804,10,14.404005
54,905,11,14.081285
54,1288,12,13.979919
54,2599,13,13.964304
54,1259,14,13.839879
54,2064,15,12.859609
54,2396,16,12.4678545
54,951,17,12.334932
54,3037,18,12.266837
54,2289,19,12.151718
55,2028,0,51.29414
55,2858,1,45.621075
55,608,2,36.293015
55,1617,3,28.899733
55,1265,4,24.965334
55,1210,5,23.407211
55,2571,6,23.245653
55,2396,7,23.068085
55,1213,8,23.024431
55,1193,9,22.579866
55,3147,10,22.177315
55,457,11,21.522686
55,356,12,20.722265
55,1,13,20.28272
55,1358,14,18.961744
55,34,15,17.912237
55,1270,16,17.287231
55,1198,17,17.236496
55,1196,18,15.976283
55,1721,19,15.46526
56,1265,0,119.6664
56,3006,1,94.63221
56,589,2,94.394745
56,2324,3,87.712746
56,356,4,86.177376
56,2959,5,85.928635
56,3114,6,80.73457
56,2599,7,80.18037
56,3147,8,79.518
56,1094,9,76.57635
56,3418,10,75.51581
56,1266,11,74.63962
56,47,12,73.90984
56,3160,13,73.00035
56,2391,14,68.76506
56,32,15,68.16031
56,1393,16,66.49854
56,1641,17,66.16586
56,590,18,64.822815
56,2908,19,63.560944
57,2948,0,14.562202
57,589,1,11.767208
57,1673,2,11.533053
57,2291,3,10.25974
57,908,4,10.12548
57,110,5,9.954427
57,1250,6,9.91692
57,1282,7,9.638685
57,1248,8,8.702077
57,1580,9,8.470382
57,1259,10,8.252942
57,1171,11,7.3850255
57,1129,12,6.310726
57,3159,13,6.0034432
57,2792,14,5.5856495
57,3409,15,5.492196
57,3354,16,5.480693
57,266,17,5.228015
57,1286,18,5.062117
57,1252,19,4.993525
58,50,0,402.23727
58,924,1,397.79633
58,1265,2,374.35074
58,1,3,356.93448
58,2987,4,323.12018
58,1278,5,307.67252
58,1079,6,307.5164
58,923,7,295.74338
58,2797,8,287.2141
58,3421,9,268.32114
58,2599,10,252.75931
58,2700,11,252.45737
58,1252,12,250.80933
58,1148,13,235.64595
58,1704,14,232.00684
58,356,15,230.44167
58,2640,16,229.32921
58,47,17,228.42194
58,1584,18,220.25475
58,1233,19,219.49287
59,527,0,91.06028
59,1196,1,71.091835
59,858,2,69.837585
59,1198,3,66.17361
59,1674,4,63.49203
59,608,5,61.57884
59,593,6,60.979584
59,1210,7,58.170208
59,1294,8,56.576744
59,1267,9,54.505173
59,903,10,54.211372
59,911,11,52.391228
59,933,12,52.255825
59,1304,13,52.216564
59,111,14,51.45639
59,2028,15,49.673447
59,356,16,48.581646
59,1244,17,48.178406
59,1945,18,47.501545
59,1284,19,47.030453
60,480,0,8.41278
60,733,1,6.894418
60,2916,2,6.648266
60,648,3,6.0141635
60,349,4,5.864481
60,552,5,5.265311
60,1377,6,4.8554616
